departure_code,arrival_code,pos_provider_code,route_type,direct_flight_only,allowed_inbound_days,allowed_outbound_days,sum_of_oneway
CPR,MSO,theflightsfare.co.uk,airport,false,*,*,false
SLC,PNS,theflightsfare.co.uk,airport,false,*,*,false
ABQ,JFK,theflightsfare.co.uk,airport,false,*,*,false
ERI,JAX,theflightsfare.co.uk,airport,false,*,*,false
MCO,EWN,theflightsfare.co.uk,airport,false,*,*,false
HOU,JFK,theflightsfare.co.uk,airport,false,*,*,false
XNA,LAX,theflightsfare.co.uk,airport,false,*,*,false
TOL,SAN,theflightsfare.co.uk,airport,false,*,*,false
TYS,CAK,theflightsfare.co.uk,airport,false,*,*,false
BUR,DFW,theflightsfare.co.uk,airport,false,*,*,false
AVP,SFO,theflightsfare.co.uk,airport,false,*,*,false
LEX,IAH,theflightsfare.co.uk,airport,false,*,*,false
LIH,AUS,theflightsfare.co.uk,airport,false,*,*,false
TUS,RDU,theflightsfare.co.uk,airport,false,*,*,false
MCO,LIT,theflightsfare.co.uk,airport,false,*,*,false
DEN,IDA,theflightsfare.co.uk,airport,false,*,*,false
OMA,SMF,theflightsfare.co.uk,airport,false,*,*,false
GSP,SBN,theflightsfare.co.uk,airport,false,*,*,false
HSV,SAT,theflightsfare.co.uk,airport,false,*,*,false
SAT,MCI,theflightsfare.co.uk,airport,false,*,*,false
DAY,MYR,theflightsfare.co.uk,airport,false,*,*,false
CVG,CLT,theflightsfare.co.uk,airport,false,*,*,false
TPA,ILM,theflightsfare.co.uk,airport,false,*,*,false
ATL,DSM,theflightsfare.co.uk,airport,false,*,*,false
CLT,ONT,theflightsfare.co.uk,airport,false,*,*,false
SEA,SJC,theflightsfare.co.uk,airport,false,*,*,false
RSW,ORF,theflightsfare.co.uk,airport,false,*,*,false
MCO,MCI,theflightsfare.co.uk,airport,false,*,*,false
LIT,HNL,theflightsfare.co.uk,airport,false,*,*,false
BOI,PDX,theflightsfare.co.uk,airport,false,*,*,false
SYR,CLT,theflightsfare.co.uk,airport,false,*,*,false
DCA,RSW,theflightsfare.co.uk,airport,false,*,*,false
MIA,MYR,theflightsfare.co.uk,airport,false,*,*,false
TXK,DFW,theflightsfare.co.uk,airport,false,*,*,false
AVP,TPA,theflightsfare.co.uk,airport,false,*,*,false
BHM,CLT,theflightsfare.co.uk,airport,false,*,*,false
GRR,LAX,theflightsfare.co.uk,airport,false,*,*,false
DSM,CLT,theflightsfare.co.uk,airport,false,*,*,false
SBN,RDU,theflightsfare.co.uk,airport,false,*,*,false
CLE,BRO,theflightsfare.co.uk,airport,false,*,*,false
RST,RDU,theflightsfare.co.uk,airport,false,*,*,false
MSP,JAX,theflightsfare.co.uk,airport,false,*,*,false
MLU,LAS,theflightsfare.co.uk,airport,false,*,*,false
MCI,FLL,theflightsfare.co.uk,airport,false,*,*,false
TOL,TUS,theflightsfare.co.uk,airport,false,*,*,false
MCI,HOU,theflightsfare.co.uk,airport,false,*,*,false
MCO,HNL,theflightsfare.co.uk,airport,false,*,*,false
IND,BNA,theflightsfare.co.uk,airport,false,*,*,false
ASE,JFK,theflightsfare.co.uk,airport,false,*,*,false
MDT,JAX,theflightsfare.co.uk,airport,false,*,*,false
ART,PHX,theflightsfare.co.uk,airport,false,*,*,false
SJC,CLE,theflightsfare.co.uk,airport,false,*,*,false
MCO,CLL,theflightsfare.co.uk,airport,false,*,*,false
GNV,BUR,theflightsfare.co.uk,airport,false,*,*,false
DSM,ONT,theflightsfare.co.uk,airport,false,*,*,false
ELP,AUS,theflightsfare.co.uk,airport,false,*,*,false
TLH,FAY,theflightsfare.co.uk,airport,false,*,*,false
FLL,OAX,theflightsfare.co.uk,airport,false,*,*,false
EWR,CHS,theflightsfare.co.uk,airport,false,*,*,false
HRL,BOS,theflightsfare.co.uk,airport,false,*,*,false
KOA,FLL,theflightsfare.co.uk,airport,false,*,*,false
MAF,MCO,theflightsfare.co.uk,airport,false,*,*,false
MLB,RDU,theflightsfare.co.uk,airport,false,*,*,false
PDX,GPT,theflightsfare.co.uk,airport,false,*,*,false
CLT,DCA,theflightsfare.co.uk,airport,false,*,*,false
PBI,LAS,theflightsfare.co.uk,airport,false,*,*,false
RNO,MCO,theflightsfare.co.uk,airport,false,*,*,false
PSP,DFW,theflightsfare.co.uk,airport,false,*,*,false
CHS,PWM,theflightsfare.co.uk,airport,false,*,*,false
LAS,BIL,theflightsfare.co.uk,airport,false,*,*,false
JAN,DCA,theflightsfare.co.uk,airport,false,*,*,false
CHS,LAX,theflightsfare.co.uk,airport,false,*,*,false
LGA,DCA,theflightsfare.co.uk,airport,false,*,*,false
HSV,SAN,theflightsfare.co.uk,airport,false,*,*,false
PIT,FSD,theflightsfare.co.uk,airport,false,*,*,false
EVV,TPA,theflightsfare.co.uk,airport,false,*,*,false
MSO,DEN,theflightsfare.co.uk,airport,false,*,*,false
BNA,DSM,theflightsfare.co.uk,airport,false,*,*,false
MQT,TPA,theflightsfare.co.uk,airport,false,*,*,false
MYR,YOW,theflightsfare.co.uk,airport,false,*,*,false
AUS,CHS,theflightsfare.co.uk,airport,false,*,*,false
EUG,YYJ,theflightsfare.co.uk,airport,false,*,*,false
CLL,MSP,theflightsfare.co.uk,airport,false,*,*,false
SFO,ONT,theflightsfare.co.uk,airport,false,*,*,false
IND,ECP,theflightsfare.co.uk,airport,false,*,*,false
PIT,VPS,theflightsfare.co.uk,airport,false,*,*,false
DSM,TUL,theflightsfare.co.uk,airport,false,*,*,false
SMF,RSW,theflightsfare.co.uk,airport,false,*,*,false
RIC,MEM,theflightsfare.co.uk,airport,false,*,*,false
PHL,OKC,theflightsfare.co.uk,airport,false,*,*,false
FLL,GRK,theflightsfare.co.uk,airport,false,*,*,false
SJC,SAT,theflightsfare.co.uk,airport,false,*,*,false
RSW,MEX,theflightsfare.co.uk,airport,false,*,*,false
LNK,ORD,theflightsfare.co.uk,airport,false,*,*,false
TUS,CLT,theflightsfare.co.uk,airport,false,*,*,false
BDL,DFW,theflightsfare.co.uk,airport,false,*,*,false
OAJ,IAH,theflightsfare.co.uk,airport,false,*,*,false
ROC,BPT,theflightsfare.co.uk,airport,false,*,*,false
CAK,LAX,theflightsfare.co.uk,airport,false,*,*,false
ANC,JAX,theflightsfare.co.uk,airport,false,*,*,false
MCI,SMF,theflightsfare.co.uk,airport,false,*,*,false
IAD,TUS,theflightsfare.co.uk,airport,false,*,*,false
LYH,MCO,theflightsfare.co.uk,airport,false,*,*,false
EWN,PNS,theflightsfare.co.uk,airport,false,*,*,false
CRP,SAT,theflightsfare.co.uk,airport,false,*,*,false
IAH,PHX,theflightsfare.co.uk,airport,false,*,*,false
ELP,BDL,theflightsfare.co.uk,airport,false,*,*,false
IND,ROW,theflightsfare.co.uk,airport,false,*,*,false
PDX,RNO,theflightsfare.co.uk,airport,false,*,*,false
CVG,SAT,theflightsfare.co.uk,airport,false,*,*,false
HNL,TPA,theflightsfare.co.uk,airport,false,*,*,false
FWA,MDT,theflightsfare.co.uk,airport,false,*,*,false
TUS,ATW,theflightsfare.co.uk,airport,false,*,*,false
SUX,CUN,theflightsfare.co.uk,airport,false,*,*,false
CLT,GEG,theflightsfare.co.uk,airport,false,*,*,false
MAF,SAT,theflightsfare.co.uk,airport,false,*,*,false
IAH,BUF,theflightsfare.co.uk,airport,false,*,*,false
ABQ,MCI,theflightsfare.co.uk,airport,false,*,*,false
CID,MEX,theflightsfare.co.uk,airport,false,*,*,false
OAJ,PBI,theflightsfare.co.uk,airport,false,*,*,false
ATL,BNA,theflightsfare.co.uk,airport,false,*,*,false
MSP,HOU,theflightsfare.co.uk,airport,false,*,*,false
GEG,HTS,theflightsfare.co.uk,airport,false,*,*,false
STL,MCO,theflightsfare.co.uk,airport,false,*,*,false
MSY,CHS,theflightsfare.co.uk,airport,false,*,*,false
STL,GNV,theflightsfare.co.uk,airport,false,*,*,false
MSY,ISP,theflightsfare.co.uk,airport,false,*,*,false
CLE,HOU,theflightsfare.co.uk,airport,false,*,*,false
ATW,ATL,theflightsfare.co.uk,airport,false,*,*,false
BNA,ORD,theflightsfare.co.uk,airport,false,*,*,false
SAT,MKE,theflightsfare.co.uk,airport,false,*,*,false
LFT,AGU,theflightsfare.co.uk,airport,false,*,*,false
EWR,ONT,theflightsfare.co.uk,airport,false,*,*,false
OKC,PHL,theflightsfare.co.uk,airport,false,*,*,false
GRR,QRO,theflightsfare.co.uk,airport,false,*,*,false
FLL,ONT,theflightsfare.co.uk,airport,false,*,*,false
ELP,HSV,theflightsfare.co.uk,airport,false,*,*,false
LFT,PHX,theflightsfare.co.uk,airport,false,*,*,false
MYR,CLT,theflightsfare.co.uk,airport,false,*,*,false
SJC,ORD,theflightsfare.co.uk,airport,false,*,*,false
IND,MCO,theflightsfare.co.uk,airport,false,*,*,false
ORD,YOW,theflightsfare.co.uk,airport,false,*,*,false
IAH,MCI,theflightsfare.co.uk,airport,false,*,*,false
PDX,MSP,theflightsfare.co.uk,airport,false,*,*,false
DFW,PBI,theflightsfare.co.uk,airport,false,*,*,false
SAN,ABE,theflightsfare.co.uk,airport,false,*,*,false
CLE,MSP,theflightsfare.co.uk,airport,false,*,*,false
PBI,MAF,theflightsfare.co.uk,airport,false,*,*,false
FLL,MAF,theflightsfare.co.uk,airport,false,*,*,false
BOS,OKC,theflightsfare.co.uk,airport,false,*,*,false
ABE,LAS,theflightsfare.co.uk,airport,false,*,*,false
PBI,ILM,theflightsfare.co.uk,airport,false,*,*,false
CLT,IAD,theflightsfare.co.uk,airport,false,*,*,false
SRQ,BOS,theflightsfare.co.uk,airport,false,*,*,false
MKE,SRQ,theflightsfare.co.uk,airport,false,*,*,false
RDU,COS,theflightsfare.co.uk,airport,false,*,*,false
FAR,ABQ,theflightsfare.co.uk,airport,false,*,*,false
PWM,ORD,theflightsfare.co.uk,airport,false,*,*,false
LGB,BOS,theflightsfare.co.uk,airport,false,*,*,false
ONT,MSY,theflightsfare.co.uk,airport,false,*,*,false
MFE,OMA,theflightsfare.co.uk,airport,false,*,*,false
SEA,TUL,theflightsfare.co.uk,airport,false,*,*,false
EWR,PIT,theflightsfare.co.uk,airport,false,*,*,false
RDU,DGO,theflightsfare.co.uk,airport,false,*,*,false
COD,BNA,theflightsfare.co.uk,airport,false,*,*,false
SMF,SBN,theflightsfare.co.uk,airport,false,*,*,false
LRD,ORF,theflightsfare.co.uk,airport,false,*,*,false
ONT,FSM,theflightsfare.co.uk,airport,false,*,*,false
PGV,JFK,theflightsfare.co.uk,airport,false,*,*,false
GJT,SJD,theflightsfare.co.uk,airport,false,*,*,false
BRO,PHX,theflightsfare.co.uk,airport,false,*,*,false
ELP,TPA,theflightsfare.co.uk,airport,false,*,*,false
BWI,MLM,theflightsfare.co.uk,airport,false,*,*,false
SPS,SHV,theflightsfare.co.uk,airport,false,*,*,false
MFE,SJC,theflightsfare.co.uk,airport,false,*,*,false
PIT,PGV,theflightsfare.co.uk,airport,false,*,*,false
ELP,SJC,theflightsfare.co.uk,airport,false,*,*,false
RSW,ORH,theflightsfare.co.uk,airport,false,*,*,false
TLH,ATL,theflightsfare.co.uk,airport,false,*,*,false
TYS,PBI,theflightsfare.co.uk,airport,false,*,*,false
LAX,YOW,theflightsfare.co.uk,airport,false,*,*,false
MFE,IAD,theflightsfare.co.uk,airport,false,*,*,false
TLH,DFW,theflightsfare.co.uk,airport,false,*,*,false
MEM,AGS,theflightsfare.co.uk,airport,false,*,*,false
FAT,SFO,theflightsfare.co.uk,airport,false,*,*,false
ELP,HOU,theflightsfare.co.uk,airport,false,*,*,false
JFK,FLG,theflightsfare.co.uk,airport,false,*,*,false
JAX,TRI,theflightsfare.co.uk,airport,false,*,*,false
FLL,YQB,theflightsfare.co.uk,airport,false,*,*,false
MCI,CZM,theflightsfare.co.uk,airport,false,*,*,false
MFE,OKC,theflightsfare.co.uk,airport,false,*,*,false
TUL,MIA,theflightsfare.co.uk,airport,false,*,*,false
FLL,MSN,theflightsfare.co.uk,airport,false,*,*,false
CVG,CWA,theflightsfare.co.uk,airport,false,*,*,false
TLH,LGA,theflightsfare.co.uk,airport,false,*,*,false
ORD,GRB,theflightsfare.co.uk,airport,false,*,*,false
RSW,PDX,theflightsfare.co.uk,airport,false,*,*,false
SLC,HNL,theflightsfare.co.uk,airport,false,*,*,false
BWI,CEN,theflightsfare.co.uk,airport,false,*,*,false
CMH,PHL,theflightsfare.co.uk,airport,false,*,*,false
GSP,DAL,theflightsfare.co.uk,airport,false,*,*,false
DTW,RIC,theflightsfare.co.uk,airport,false,*,*,false
MKE,OAX,theflightsfare.co.uk,airport,false,*,*,false
IAH,FWA,theflightsfare.co.uk,airport,false,*,*,false
STL,MSP,theflightsfare.co.uk,airport,false,*,*,false
ABI,MEM,theflightsfare.co.uk,airport,false,*,*,false
SAN,FLL,theflightsfare.co.uk,airport,false,*,*,false
MSY,HTS,theflightsfare.co.uk,airport,false,*,*,false
TUS,SAF,theflightsfare.co.uk,airport,false,*,*,false
PHL,CHS,theflightsfare.co.uk,airport,false,*,*,false
ATL,CID,theflightsfare.co.uk,airport,false,*,*,false
SUX,ELP,theflightsfare.co.uk,airport,false,*,*,false
PHX,HNL,theflightsfare.co.uk,airport,false,*,*,false
PVD,AUS,theflightsfare.co.uk,airport,false,*,*,false
SAN,MCO,theflightsfare.co.uk,airport,false,*,*,false
MCO,PSE,theflightsfare.co.uk,airport,false,*,*,false
MFR,SEA,theflightsfare.co.uk,airport,false,*,*,false
HVN,DFW,theflightsfare.co.uk,airport,false,*,*,false
PHL,MKE,theflightsfare.co.uk,airport,false,*,*,false
LAS,CHO,theflightsfare.co.uk,airport,false,*,*,false
BFL,MCO,theflightsfare.co.uk,airport,false,*,*,false
BWI,MOB,theflightsfare.co.uk,airport,false,*,*,false
SRQ,CAK,theflightsfare.co.uk,airport,false,*,*,false
LRD,SEA,theflightsfare.co.uk,airport,false,*,*,false
PDX,BWI,theflightsfare.co.uk,airport,false,*,*,false
ONT,TPA,theflightsfare.co.uk,airport,false,*,*,false
GSP,LFT,theflightsfare.co.uk,airport,false,*,*,false
GRK,BDL,theflightsfare.co.uk,airport,false,*,*,false
MSY,BZN,theflightsfare.co.uk,airport,false,*,*,false
BWI,LMM,theflightsfare.co.uk,airport,false,*,*,false
PIA,JAX,theflightsfare.co.uk,airport,false,*,*,false
PSC,MEX,theflightsfare.co.uk,airport,false,*,*,false
HPN,DFW,theflightsfare.co.uk,airport,false,*,*,false
OMA,RDU,theflightsfare.co.uk,airport,false,*,*,false
JFK,PBC,theflightsfare.co.uk,airport,false,*,*,false
AVL,BUF,theflightsfare.co.uk,airport,false,*,*,false
ATL,CDC,theflightsfare.co.uk,airport,false,*,*,false
BFL,PHX,theflightsfare.co.uk,airport,false,*,*,false
BOI,PHL,theflightsfare.co.uk,airport,false,*,*,false
ONT,GDL,theflightsfare.co.uk,airport,false,*,*,false
KOA,DEN,theflightsfare.co.uk,airport,false,*,*,false
SUX,MCO,theflightsfare.co.uk,airport,false,*,*,false
ALB,SFO,theflightsfare.co.uk,airport,false,*,*,false
PBI,SYR,theflightsfare.co.uk,airport,false,*,*,false
ELP,DTW,theflightsfare.co.uk,airport,false,*,*,false
BWI,MTT,theflightsfare.co.uk,airport,false,*,*,false
MCO,VPS,theflightsfare.co.uk,airport,false,*,*,false
IND,TUL,theflightsfare.co.uk,airport,false,*,*,false
MSP,BOS,theflightsfare.co.uk,airport,false,*,*,false
DAY,DFW,theflightsfare.co.uk,airport,false,*,*,false
LAX,YUM,theflightsfare.co.uk,airport,false,*,*,false
ELP,DSM,theflightsfare.co.uk,airport,false,*,*,false
ELP,FLL,theflightsfare.co.uk,airport,false,*,*,false
ELP,SEA,theflightsfare.co.uk,airport,false,*,*,false
RNO,JFK,theflightsfare.co.uk,airport,false,*,*,false
MIA,SBN,theflightsfare.co.uk,airport,false,*,*,false
CLE,VER,theflightsfare.co.uk,airport,false,*,*,false
SMF,BNA,theflightsfare.co.uk,airport,false,*,*,false
ILM,STL,theflightsfare.co.uk,airport,false,*,*,false
SNA,IAD,theflightsfare.co.uk,airport,false,*,*,false
MYR,LAX,theflightsfare.co.uk,airport,false,*,*,false
SRQ,MEM,theflightsfare.co.uk,airport,false,*,*,false
LAX,RST,theflightsfare.co.uk,airport,false,*,*,false
SBP,BWI,theflightsfare.co.uk,airport,false,*,*,false
SHV,BDL,theflightsfare.co.uk,airport,false,*,*,false
DHN,HNL,theflightsfare.co.uk,airport,false,*,*,false
FAR,AVP,theflightsfare.co.uk,airport,false,*,*,false
MFE,LGA,theflightsfare.co.uk,airport,false,*,*,false
TPA,DAL,theflightsfare.co.uk,airport,false,*,*,false
TUS,LGA,theflightsfare.co.uk,airport,false,*,*,false
RNO,ONT,theflightsfare.co.uk,airport,false,*,*,false
BOS,ALB,theflightsfare.co.uk,airport,false,*,*,false
LGB,GDL,theflightsfare.co.uk,airport,false,*,*,false
SRQ,SAT,theflightsfare.co.uk,airport,false,*,*,false
FLL,COS,theflightsfare.co.uk,airport,false,*,*,false
RDU,VER,theflightsfare.co.uk,airport,false,*,*,false
CLT,LGB,theflightsfare.co.uk,airport,false,*,*,false
DTW,BOS,theflightsfare.co.uk,airport,false,*,*,false
BOS,CZM,theflightsfare.co.uk,airport,false,*,*,false
BTV,LAS,theflightsfare.co.uk,airport,false,*,*,false
SAN,CID,theflightsfare.co.uk,airport,false,*,*,false
MFE,MEM,theflightsfare.co.uk,airport,false,*,*,false
GNV,EUG,theflightsfare.co.uk,airport,false,*,*,false
TRI,HSV,theflightsfare.co.uk,airport,false,*,*,false
SNA,YYZ,theflightsfare.co.uk,airport,false,*,*,false
ATL,OKC,theflightsfare.co.uk,airport,false,*,*,false
FLL,SAV,theflightsfare.co.uk,airport,false,*,*,false
ATL,BGR,theflightsfare.co.uk,airport,false,*,*,false
PHX,AVP,theflightsfare.co.uk,airport,false,*,*,false
SLC,ELP,theflightsfare.co.uk,airport,false,*,*,false
SEA,ELP,theflightsfare.co.uk,airport,false,*,*,false
PBI,BNA,theflightsfare.co.uk,airport,false,*,*,false
SRQ,IAH,theflightsfare.co.uk,airport,false,*,*,false
MKE,HNL,theflightsfare.co.uk,airport,false,*,*,false
OMA,YYZ,theflightsfare.co.uk,airport,false,*,*,false
MDT,TPA,theflightsfare.co.uk,airport,false,*,*,false
CMH,BHM,theflightsfare.co.uk,airport,false,*,*,false
IND,VER,theflightsfare.co.uk,airport,false,*,*,false
MSY,RNO,theflightsfare.co.uk,airport,false,*,*,false
MKE,DRO,theflightsfare.co.uk,airport,false,*,*,false
SBA,PHX,theflightsfare.co.uk,airport,false,*,*,false
RDU,ERI,theflightsfare.co.uk,airport,false,*,*,false
HPN,PBI,theflightsfare.co.uk,airport,false,*,*,false
LGA,PNS,theflightsfare.co.uk,airport,false,*,*,false
MSY,YXE,theflightsfare.co.uk,airport,false,*,*,false
EWR,CVN,theflightsfare.co.uk,airport,false,*,*,false
SBY,MSP,theflightsfare.co.uk,airport,false,*,*,false
MSN,CUU,theflightsfare.co.uk,airport,false,*,*,false
PRC,LAX,theflightsfare.co.uk,airport,false,*,*,false
MKE,MOB,theflightsfare.co.uk,airport,false,*,*,false
EWR,PHF,theflightsfare.co.uk,airport,false,*,*,false
CLE,PBI,theflightsfare.co.uk,airport,false,*,*,false
EYW,MIA,theflightsfare.co.uk,airport,false,*,*,false
FLL,ORH,theflightsfare.co.uk,airport,false,*,*,false
JAX,HNL,theflightsfare.co.uk,airport,false,*,*,false
ECP,GRR,theflightsfare.co.uk,airport,false,*,*,false
MIA,ROA,theflightsfare.co.uk,airport,false,*,*,false
TUL,ILM,theflightsfare.co.uk,airport,false,*,*,false
ILM,OKC,theflightsfare.co.uk,airport,false,*,*,false
HSV,SNA,theflightsfare.co.uk,airport,false,*,*,false
ECP,DEN,theflightsfare.co.uk,airport,false,*,*,false
SNA,FAY,theflightsfare.co.uk,airport,false,*,*,false
PVD,ONT,theflightsfare.co.uk,airport,false,*,*,false
CAE,MKE,theflightsfare.co.uk,airport,false,*,*,false
CID,SJC,theflightsfare.co.uk,airport,false,*,*,false
MSP,PDX,theflightsfare.co.uk,airport,false,*,*,false
MEM,FNT,theflightsfare.co.uk,airport,false,*,*,false
COS,HNL,theflightsfare.co.uk,airport,false,*,*,false
PIT,SRQ,theflightsfare.co.uk,airport,false,*,*,false
FWA,PHF,theflightsfare.co.uk,airport,false,*,*,false
LGA,RNO,theflightsfare.co.uk,airport,false,*,*,false
MCO,ORH,theflightsfare.co.uk,airport,false,*,*,false
GSO,MIA,theflightsfare.co.uk,airport,false,*,*,false
PHF,MCO,theflightsfare.co.uk,airport,false,*,*,false
GRI,MCO,theflightsfare.co.uk,airport,false,*,*,false
LIH,LAX,theflightsfare.co.uk,airport,false,*,*,false
LAS,MTJ,theflightsfare.co.uk,airport,false,*,*,false
RDU,GRR,theflightsfare.co.uk,airport,false,*,*,false
ANC,PNS,theflightsfare.co.uk,airport,false,*,*,false
DFW,SRQ,theflightsfare.co.uk,airport,false,*,*,false
SEA,EWR,theflightsfare.co.uk,airport,false,*,*,false
ORF,LIH,theflightsfare.co.uk,airport,false,*,*,false
FWA,LAX,theflightsfare.co.uk,airport,false,*,*,false
CHS,CYS,theflightsfare.co.uk,airport,false,*,*,false
TPA,SFO,theflightsfare.co.uk,airport,false,*,*,false
PHF,TPA,theflightsfare.co.uk,airport,false,*,*,false
AGS,MSY,theflightsfare.co.uk,airport,false,*,*,false
TUL,MAF,theflightsfare.co.uk,airport,false,*,*,false
GSO,DFW,theflightsfare.co.uk,airport,false,*,*,false
BTR,TPA,theflightsfare.co.uk,airport,false,*,*,false
VPS,BNA,theflightsfare.co.uk,airport,false,*,*,false
DTW,IMT,theflightsfare.co.uk,airport,false,*,*,false
MDT,FLL,theflightsfare.co.uk,airport,false,*,*,false
GJT,ART,theflightsfare.co.uk,airport,false,*,*,false
ATL,SYR,theflightsfare.co.uk,airport,false,*,*,false
FAY,TUS,theflightsfare.co.uk,airport,false,*,*,false
ATL,PGV,theflightsfare.co.uk,airport,false,*,*,false
PHX,SAV,theflightsfare.co.uk,airport,false,*,*,false
STL,MSO,theflightsfare.co.uk,airport,false,*,*,false
BNA,MYR,theflightsfare.co.uk,airport,false,*,*,false
DAB,PIT,theflightsfare.co.uk,airport,false,*,*,false
CLT,TIJ,theflightsfare.co.uk,airport,false,*,*,false
FAT,MIA,theflightsfare.co.uk,airport,false,*,*,false
CLE,YUM,theflightsfare.co.uk,airport,false,*,*,false
PSP,BOS,theflightsfare.co.uk,airport,false,*,*,false
MEM,PVD,theflightsfare.co.uk,airport,false,*,*,false
LGA,BGR,theflightsfare.co.uk,airport,false,*,*,false
MSP,OAJ,theflightsfare.co.uk,airport,false,*,*,false
MDT,CHS,theflightsfare.co.uk,airport,false,*,*,false
BOS,TIJ,theflightsfare.co.uk,airport,false,*,*,false
CHA,BOS,theflightsfare.co.uk,airport,false,*,*,false
MOB,ORF,theflightsfare.co.uk,airport,false,*,*,false
GPT,ICT,theflightsfare.co.uk,airport,false,*,*,false
GNV,PWM,theflightsfare.co.uk,airport,false,*,*,false
SBN,AGS,theflightsfare.co.uk,airport,false,*,*,false
ABY,IAH,theflightsfare.co.uk,airport,false,*,*,false
CAE,TAP,theflightsfare.co.uk,airport,false,*,*,false
HNL,PSC,theflightsfare.co.uk,airport,false,*,*,false
OMA,MEM,theflightsfare.co.uk,airport,false,*,*,false
TRI,MCO,theflightsfare.co.uk,airport,false,*,*,false
DTW,CAE,theflightsfare.co.uk,airport,false,*,*,false
CLT,RST,theflightsfare.co.uk,airport,false,*,*,false
TPA,MDT,theflightsfare.co.uk,airport,false,*,*,false
PGV,IND,theflightsfare.co.uk,airport,false,*,*,false
ITH,FLL,theflightsfare.co.uk,airport,false,*,*,false
MIA,ITH,theflightsfare.co.uk,airport,false,*,*,false
SNA,GNV,theflightsfare.co.uk,airport,false,*,*,false
LFT,JAX,theflightsfare.co.uk,airport,false,*,*,false
ECP,ATL,theflightsfare.co.uk,airport,false,*,*,false
PSC,BNA,theflightsfare.co.uk,airport,false,*,*,false
ONT,EWR,theflightsfare.co.uk,airport,false,*,*,false
DFW,SDF,theflightsfare.co.uk,airport,false,*,*,false
OAJ,PHX,theflightsfare.co.uk,airport,false,*,*,false
CHS,MDW,theflightsfare.co.uk,airport,false,*,*,false
EYW,BNA,theflightsfare.co.uk,airport,false,*,*,false
MSO,BUR,theflightsfare.co.uk,airport,false,*,*,false
BWI,CVG,theflightsfare.co.uk,airport,false,*,*,false
CMH,FCA,theflightsfare.co.uk,airport,false,*,*,false
PHX,YXT,theflightsfare.co.uk,airport,false,*,*,false
LFT,ATL,theflightsfare.co.uk,airport,false,*,*,false
DFW,PVD,theflightsfare.co.uk,airport,false,*,*,false
PVD,SJC,theflightsfare.co.uk,airport,false,*,*,false
MEM,ELP,theflightsfare.co.uk,airport,false,*,*,false
ATL,GSP,theflightsfare.co.uk,airport,false,*,*,false
MCO,MID,theflightsfare.co.uk,airport,false,*,*,false
RSW,IND,theflightsfare.co.uk,airport,false,*,*,false
SLC,SJD,theflightsfare.co.uk,airport,false,*,*,false
JAX,ORF,theflightsfare.co.uk,airport,false,*,*,false
ORD,BUF,theflightsfare.co.uk,airport,false,*,*,false
JFK,HOU,theflightsfare.co.uk,airport,false,*,*,false
CVG,ELP,theflightsfare.co.uk,airport,false,*,*,false
RST,AUS,theflightsfare.co.uk,airport,false,*,*,false
JFK,DAB,theflightsfare.co.uk,airport,false,*,*,false
ABQ,MEX,theflightsfare.co.uk,airport,false,*,*,false
MDW,LIT,theflightsfare.co.uk,airport,false,*,*,false
BHM,GCC,theflightsfare.co.uk,airport,false,*,*,false
DAY,EWR,theflightsfare.co.uk,airport,false,*,*,false
TUL,FCA,theflightsfare.co.uk,airport,false,*,*,false
SAN,CLT,theflightsfare.co.uk,airport,false,*,*,false
BUF,BOS,theflightsfare.co.uk,airport,false,*,*,false
SJT,ART,theflightsfare.co.uk,airport,false,*,*,false
CLT,OAK,theflightsfare.co.uk,airport,false,*,*,false
PHF,SAT,theflightsfare.co.uk,airport,false,*,*,false
STL,TYS,theflightsfare.co.uk,airport,false,*,*,false
STL,OAJ,theflightsfare.co.uk,airport,false,*,*,false
JMS,LAX,theflightsfare.co.uk,airport,false,*,*,false
UIN,ORD,theflightsfare.co.uk,airport,false,*,*,false
BUR,RNO,theflightsfare.co.uk,airport,false,*,*,false
MFE,PSC,theflightsfare.co.uk,airport,false,*,*,false
SMF,DTW,theflightsfare.co.uk,airport,false,*,*,false
LAN,MSP,theflightsfare.co.uk,airport,false,*,*,false
SNA,SAT,theflightsfare.co.uk,airport,false,*,*,false
PHX,MEI,theflightsfare.co.uk,airport,false,*,*,false
BRO,AMA,theflightsfare.co.uk,airport,false,*,*,false
HRL,TPA,theflightsfare.co.uk,airport,false,*,*,false
MCO,MFR,theflightsfare.co.uk,airport,false,*,*,false
COS,BNA,theflightsfare.co.uk,airport,false,*,*,false
RNO,LGA,theflightsfare.co.uk,airport,false,*,*,false
TOL,DCA,theflightsfare.co.uk,airport,false,*,*,false
HOU,FSD,theflightsfare.co.uk,airport,false,*,*,false
DUT,ANC,theflightsfare.co.uk,airport,false,*,*,false
ANC,GEG,theflightsfare.co.uk,airport,false,*,*,false
ATW,ROC,theflightsfare.co.uk,airport,false,*,*,false
BOS,RNO,theflightsfare.co.uk,airport,false,*,*,false
SAT,CLE,theflightsfare.co.uk,airport,false,*,*,false
ORD,SDF,theflightsfare.co.uk,airport,false,*,*,false
ABE,HSV,theflightsfare.co.uk,airport,false,*,*,false
TYS,SYR,theflightsfare.co.uk,airport,false,*,*,false
IND,MOB,theflightsfare.co.uk,airport,false,*,*,false
CLT,YUL,theflightsfare.co.uk,airport,false,*,*,false
