departure_code,arrival_code,pos_provider_code,route_type
DUB,LYP,emirates.com,airport
COK,YXJ,emirates.com,airport
DMM,DOH,emirates.com,airport
DXB,ASR,emirates.com,airport
DMM,DKR,emirates.com,airport
DXB,ASF,emirates.com,airport
CNS,MOW,emirates.com,airport
DEL,FLW,emirates.com,airport
CPT,AMM,emirates.com,airport
DXB,ANX,emirates.com,airport
DUB,KTA,emirates.com,airport
DAC,RGA,emirates.com,airport
DMM,DEN,emirates.com,airport
CMB,ZAG,emirates.com,airport
DUB,JNB,emirates.com,airport
DAC,POS,emirates.com,airport
DUB,JKT,emirates.com,airport
DAC,PMO,emirates.com,airport
DAC,FLR,emirates.com,airport
DMM,KIS,emirates.com,airport
DEL,WLG,emirates.com,airport
DMM,KHH,emirates.com,airport
DUB,ISB,emirates.com,airport
DEL,FLR,emirates.com,airport
DAC,FAR,emirates.com,airport
DAC,NBO,emirates.com,airport
DMM,DDG,emirates.com,airport
DXB,ACE,emirates.com,airport
CNS,BUH,emirates.com,airport
DFW,BAK,emirates.com,airport
DEL,MGQ,emirates.com,airport
DMM,JTR,emirates.com,airport
COK,TPA,emirates.com,airport
DXB,AAE,emirates.com,airport
DEL,MFM,emirates.com,airport
DUS,UTP,emirates.com,airport
CPH,UET,emirates.com,airport
DUS,TZX,emirates.com,airport
COK,STR,emirates.com,airport
DUS,TRV,emirates.com,airport
CPH,TRV,emirates.com,airport
DAC,MPM,emirates.com,airport
CMN,YYC,emirates.com,airport
DAC,MOW,emirates.com,airport
DMM,CPH,emirates.com,airport
DAC,MNL,emirates.com,airport
DEL,VCT,emirates.com,airport
DAC,MLW,emirates.com,airport
DUB,CNS,emirates.com,airport
DUS,SEZ,emirates.com,airport
DUB,CNN,emirates.com,airport
CMN,SAO,emirates.com,airport
DMM,CNX,emirates.com,airport
CPT,ELQ,emirates.com,airport
DMM,CNN,emirates.com,airport
COK,ALG,emirates.com,airport
DUB,CCJ,emirates.com,airport
DEN,KHI,emirates.com,airport
DUB,CAN,emirates.com,airport
DMM,IXG,emirates.com,airport
CPH,THR,emirates.com,airport
CMN,BOM,emirates.com,airport
DAC,DRW,emirates.com,airport
DUS,KOS,emirates.com,airport
CPH,SYD,emirates.com,airport
DEL,JKT,emirates.com,airport
DEL,DTT,emirates.com,airport
CMN,PEZ,emirates.com,airport
DUB,ASM,emirates.com,airport
DMM,ATZ,emirates.com,airport
CMN,XUZ,emirates.com,airport
DMM,ATL,emirates.com,airport
DMM,CJB,emirates.com,airport
DEL,GLT,emirates.com,airport
DMM,CIJ,emirates.com,airport
DMM,RNS,emirates.com,airport
DTT,KWI,emirates.com,airport
DXB,EAP,emirates.com,airport
DTT,HYD,emirates.com,airport
DEL,BRI,emirates.com,airport
COK,MIL,emirates.com,airport
DEL,BNN,emirates.com,airport
DTT,BGW,emirates.com,airport
COK,RRG,emirates.com,airport
DTT,BEY,emirates.com,airport
DMM,AGR,emirates.com,airport
DSM,FRU,emirates.com,airport
DMM,PER,emirates.com,airport
DRW,SKP,emirates.com,airport
DMM,PBM,emirates.com,airport
DRW,LON,emirates.com,airport
CPH,BAH,emirates.com,airport
DRW,LHE,emirates.com,airport
COK,LIM,emirates.com,airport
DRW,DKR,emirates.com,airport
DLA,DXB,emirates.com,airport
DRW,CAI,emirates.com,airport
DMM,OPO,emirates.com,airport
DRW,BHX,emirates.com,airport
DXB,CWL,emirates.com,airport
DPS,ZRH,emirates.com,airport
DXB,CTA,emirates.com,airport
DPS,YZV,emirates.com,airport
DKR,RUH,emirates.com,airport
DPS,WAS,emirates.com,airport
CPT,SOQ,emirates.com,airport
DEL,IGT,emirates.com,airport
CPT,SHA,emirates.com,airport
DAC,CUN,emirates.com,airport
DXB,CJM,emirates.com,airport
DEL,TUU,emirates.com,airport
DBO,LUN,emirates.com,airport
DPS,OPO,emirates.com,airport
DEL,PNS,emirates.com,airport
CPH,SEZ,emirates.com,airport
DEL,PIT,emirates.com,airport
DPS,MIL,emirates.com,airport
CPT,PRG,emirates.com,airport
DPS,MEX,emirates.com,airport
DEL,GEO,emirates.com,airport
DPS,MCT,emirates.com,airport
CMB,YOW,emirates.com,airport
DPS,MAN,emirates.com,airport
CPT,NYC,emirates.com,airport
DPS,MAD,emirates.com,airport
COK,BRU,emirates.com,airport
DAC,CPT,emirates.com,airport
DFW,SHA,emirates.com,airport
DMM,CEK,emirates.com,airport
DXB,BRN,emirates.com,airport
DPS,LED,emirates.com,airport
DFW,MCT,emirates.com,airport
DEL,HUY,emirates.com,airport
DXB,BOD,emirates.com,airport
DEL,TPA,emirates.com,airport
COK,YYG,emirates.com,airport
DPS,IST,emirates.com,airport
DXB,BLL,emirates.com,airport
DPS,IGT,emirates.com,airport
CPT,MAN,emirates.com,airport
DPS,FRA,emirates.com,airport
DAC,YMQ,emirates.com,airport
DEL,ECN,emirates.com,airport
DXB,BHV,emirates.com,airport
DAC,CMN,emirates.com,airport
CPT,MAA,emirates.com,airport
DAC,CLE,emirates.com,airport
COK,BLR,emirates.com,airport
DPS,DEL,emirates.com,airport
DAC,TNR,emirates.com,airport
DPS,DAR,emirates.com,airport
COK,HAS,emirates.com,airport
DPS,DAM,emirates.com,airport
DMM,LGK,emirates.com,airport
DPS,CMN,emirates.com,airport
CMN,AMD,emirates.com,airport
DPS,CKY,emirates.com,airport
DXB,AUU,emirates.com,airport
DPS,CAI,emirates.com,airport
DMM,LAO,emirates.com,airport
DPS,BRU,emirates.com,airport
DMM,KUT,emirates.com,airport
DPS,BOM,emirates.com,airport
CPT,KJA,emirates.com,airport
DPS,BGW,emirates.com,airport
DEL,OMS,emirates.com,airport
CPH,NBO,emirates.com,airport
DAC,POZ,emirates.com,airport
DEL,TLV,emirates.com,airport
DMM,RMO,emirates.com,airport
DPS,AMM,emirates.com,airport
DEL,KRT,emirates.com,airport
DPO,THR,emirates.com,airport
COK,PER,emirates.com,airport
DOH,SYD,emirates.com,airport
DXB,ABT,emirates.com,airport
DMM,CBR,emirates.com,airport
DVO,DXB,emirates.com,airport
DEL,TIF,emirates.com,airport
DMM,JSR,emirates.com,airport
DAC,CCJ,emirates.com,airport
CPT,HBE,emirates.com,airport
DMM,ZNZ,emirates.com,airport
DMM,JMK,emirates.com,airport
CMN,TUU,emirates.com,airport
DMM,JJN,emirates.com,airport
DEL,TIA,emirates.com,airport
DFW,AHB,emirates.com,airport
DEL,EBL,emirates.com,airport
DUS,MED,emirates.com,airport
CPH,MHD,emirates.com,airport
DMM,IXC,emirates.com,airport
DAC,BUH,emirates.com,airport
DMM,ISU,emirates.com,airport
DMM,YQG,emirates.com,airport
DXB,FBM,emirates.com,airport
DEL,EAM,emirates.com,airport
COK,LIS,emirates.com,airport
DMM,BZL,emirates.com,airport
DMM,RJA,emirates.com,airport
DMM,YFC,emirates.com,airport
DEL,LDB,emirates.com,airport
COK,LXR,emirates.com,airport
DMM,PHL,emirates.com,airport
DMM,WNZ,emirates.com,airport
DMM,AER,emirates.com,airport
DAC,BUE,emirates.com,airport
DXB,DBV,emirates.com,airport
DAC,BUD,emirates.com,airport
DMM,OKI,emirates.com,airport
DMM,VTZ,emirates.com,airport
COK,CLT,emirates.com,airport
CMN,SZX,emirates.com,airport
COK,POS,emirates.com,airport
DMM,VII,emirates.com,airport
DKR,MCT,emirates.com,airport
DEL,SYR,emirates.com,airport
DXB,CFU,emirates.com,airport
CMN,HYD,emirates.com,airport
DEL,GIB,emirates.com,airport
DMM,VDH,emirates.com,airport
DXB,BWK,emirates.com,airport
CMN,LON,emirates.com,airport
DXB,BTJ,emirates.com,airport
DMM,UYN,emirates.com,airport
DXB,BRA,emirates.com,airport
DMM,BSB,emirates.com,airport
DMM,MBI,emirates.com,airport
DEL,HAR,emirates.com,airport
DXB,BLA,emirates.com,airport
DEL,SVD,emirates.com,airport
DXB,BHZ,emirates.com,airport
CPH,KUL,emirates.com,airport
DAC,VIE,emirates.com,airport
DAC,BOM,emirates.com,airport
COK,LAX,emirates.com,airport
DMM,BOB,emirates.com,airport
DXB,BAU,emirates.com,airport
DAC,BJL,emirates.com,airport
COK,YXU,emirates.com,airport
DMM,BNE,emirates.com,airport
DAC,SAL,emirates.com,airport
DMM,TTA,emirates.com,airport
DXB,AMQ,emirates.com,airport
DMM,TSN,emirates.com,airport
CMN,KTA,emirates.com,airport
CPH,KTM,emirates.com,airport
DAC,NAN,emirates.com,airport
DAC,BIM,emirates.com,airport
DUS,UET,emirates.com,airport
DEL,SUF,emirates.com,airport
DUS,SLL,emirates.com,airport
CPH,KRT,emirates.com,airport
DEL,KAN,emirates.com,airport
DAC,BGO,emirates.com,airport
DEL,CPT,emirates.com,airport
DMM,TNA,emirates.com,airport
DMM,AUH,emirates.com,airport
DAC,BGI,emirates.com,airport
CMN,BEY,emirates.com,airport
DMM,TIR,emirates.com,airport
DEL,RRG,emirates.com,airport
COK,LPL,emirates.com,airport
DEL,REK,emirates.com,airport
CPH,JKT,emirates.com,airport
DEL,ATL,emirates.com,airport
CMN,CHQ,emirates.com,airport
DEL,AHB,emirates.com,airport
DEL,LIT,emirates.com,airport
DAR,LYI,emirates.com,airport
DEL,DSM,emirates.com,airport
DAR,HKG,emirates.com,airport
DAC,AOI,emirates.com,airport
DXB,BOH,emirates.com,airport
DMM,BFS,emirates.com,airport
DAC,YQY,emirates.com,airport
CPH,HKT,emirates.com,airport
DXB,BEW,emirates.com,airport
DMM,BEN,emirates.com,airport
DEL,OPO,emirates.com,airport
COK,SAN,emirates.com,airport
COK,BER,emirates.com,airport
DAC,ALG,emirates.com,airport
DAC,NCE,emirates.com,airport
DAC,AKL,emirates.com,airport
DAC,MSP,emirates.com,airport
DEL,SIR,emirates.com,airport
CMN,PNH,emirates.com,airport
DMM,BDO,emirates.com,airport
DEL,CAG,emirates.com,airport
DMM,STV,emirates.com,airport
DEL,BGI,emirates.com,airport
DMM,SRZ,emirates.com,airport
DKR,NBO,emirates.com,airport
CPH,HKG,emirates.com,airport
DXB,BZV,emirates.com,airport
DAC,AHB,emirates.com,airport
COK,BRS,emirates.com,airport
DMM,SKU,emirates.com,airport
COK,PHX,emirates.com,airport
DEL,LIM,emirates.com,airport
DXB,ALC,emirates.com,airport
DAC,ABT,emirates.com,airport
DEL,KBL,emirates.com,airport
DAC,ABJ,emirates.com,airport
DMM,RBA,emirates.com,airport
DEL,SGF,emirates.com,airport
DAR,YMQ,emirates.com,airport
DAC,AAL,emirates.com,airport
DXB,BHM,emirates.com,airport
COK,SAL,emirates.com,airport
DAC,MUC,emirates.com,airport
CWL,BLR,emirates.com,airport
DEL,BAH,emirates.com,airport
CMN,BJS,emirates.com,airport
DFW,DMM,emirates.com,airport
DAR,BEY,emirates.com,airport
DEL,NBO,emirates.com,airport
HKT,MRU,emirates.com,airport
HYD,LAD,emirates.com,airport
HKG,BCN,emirates.com,airport
DXB,LPT,emirates.com,airport
EBL,MTY,emirates.com,airport
HYD,KUL,emirates.com,airport
ISB,PLQ,emirates.com,airport
EBB,MEX,emirates.com,airport
HKG,ASU,emirates.com,airport
EBB,MED,emirates.com,airport
EBL,MTS,emirates.com,airport
EBB,MCT,emirates.com,airport
ISB,OVB,emirates.com,airport
HYD,JAX,emirates.com,airport
ISB,ORL,emirates.com,airport
HYD,ISU,emirates.com,airport
ISB,OPO,emirates.com,airport
FRA,KWI,emirates.com,airport
DXB,HUI,emirates.com,airport
HYD,IQT,emirates.com,airport
HKG,ALG,emirates.com,airport
DXB,PGH,emirates.com,airport
DXB,TGZ,emirates.com,airport
HAM,ISU,emirates.com,airport
ISB,MOW,emirates.com,airport
HAM,ISB,emirates.com,airport
HGA,TPE,emirates.com,airport
DXB,LPQ,emirates.com,airport
ISB,MLA,emirates.com,airport
EBB,LYP,emirates.com,airport
ISB,MHT,emirates.com,airport
HYD,HEL,emirates.com,airport
HGA,PSA,emirates.com,airport
HYD,HAS,emirates.com,airport
DXB,SAG,emirates.com,airport
DXB,LPI,emirates.com,airport
EBL,MCT,emirates.com,airport
HAM,HGA,emirates.com,airport
ISB,LYS,emirates.com,airport
HYD,GVA,emirates.com,airport
DXB,RYL,emirates.com,airport
DXB,HNL,emirates.com,airport
ISB,LIR,emirates.com,airport
EBB,LKO,emirates.com,airport
ISB,LED,emirates.com,airport
FRA,KTM,emirates.com,airport
DXB,TDX,emirates.com,airport
HYD,GDN,emirates.com,airport
HGA,MOW,emirates.com,airport
HYD,GBE,emirates.com,airport
ISB,KGL,emirates.com,airport
DXB,TJM,emirates.com,airport
ISB,JHG,emirates.com,airport
ELQ,BLR,emirates.com,airport
ISB,IXZ,emirates.com,airport
EBB,KYA,emirates.com,airport
HGA,MEX,emirates.com,airport
DXB,VSA,emirates.com,airport
FRU,HYD,emirates.com,airport
HYD,EDI,emirates.com,airport
FAO,DXB,emirates.com,airport
HYD,EBL,emirates.com,airport
ISB,HBA,emirates.com,airport
FRA,JUB,emirates.com,airport
HGA,LAX,emirates.com,airport
DXB,HGH,emirates.com,airport
HGA,KUL,emirates.com,airport
HAM,DAC,emirates.com,airport
ISB,FRA,emirates.com,airport
EBB,KUL,emirates.com,airport
EBL,LBA,emirates.com,airport
DXB,SPU,emirates.com,airport
ISB,EAM,emirates.com,airport
DXB,SPK,emirates.com,airport
FRU,DPS,emirates.com,airport
HYD,DOH,emirates.com,airport
DXB,SMR,emirates.com,airport
DXB,PDL,emirates.com,airport
ISB,DOM,emirates.com,airport
DXB,JHB,emirates.com,airport
DXB,RMA,emirates.com,airport
EBB,KRT,emirates.com,airport
FRU,BOM,emirates.com,airport
HAM,CAI,emirates.com,airport
DXB,SLU,emirates.com,airport
EBB,KCH,emirates.com,airport
ISB,CWJ,emirates.com,airport
DXB,SOO,emirates.com,airport
HBE,WAS,emirates.com,airport
DXB,JGA,emirates.com,airport
EBL,JKT,emirates.com,airport
DXB,GOJ,emirates.com,airport
ISB,CGO,emirates.com,airport
ELP,BGW,emirates.com,airport
HBE,RAR,emirates.com,airport
EBB,HKG,emirates.com,airport
DXB,KMJ,emirates.com,airport
HAM,ADD,emirates.com,airport
HBE,LED,emirates.com,airport
HYD,COO,emirates.com,airport
EVN,RUH,emirates.com,airport
HYD,CMX,emirates.com,airport
HBE,HKG,emirates.com,airport
EBB,FUK,emirates.com,airport
FRA,VCA,emirates.com,airport
EBB,FNA,emirates.com,airport
ISB,BOS,emirates.com,airport
DXB,PBH,emirates.com,airport
EVN,PUS,emirates.com,airport
HYD,CHS,emirates.com,airport
DXB,KLU,emirates.com,airport
DXB,VIX,emirates.com,airport
HAS,LHE,emirates.com,airport
GYN,HKG,emirates.com,airport
ISB,BER,emirates.com,airport
HYD,CFN,emirates.com,airport
DXB,TBU,emirates.com,airport
HYD,CAS,emirates.com,airport
EBL,HYD,emirates.com,airport
GYN,CAI,emirates.com,airport
GVA,SGN,emirates.com,airport
DXB,SID,emirates.com,airport
GVA,SEZ,emirates.com,airport
FRA,TIF,emirates.com,airport
HYD,BWI,emirates.com,airport
ISB,ALA,emirates.com,airport
DXB,GEG,emirates.com,airport
DXB,LCG,emirates.com,airport
GVA,MRU,emirates.com,airport
IGU,KHI,emirates.com,airport
HYD,BTS,emirates.com,airport
DXB,MPL,emirates.com,airport
HYD,BSR,emirates.com,airport
IFN,DXB,emirates.com,airport
EBB,DUB,emirates.com,airport
ICT,DXB,emirates.com,airport
DXB,TUL,emirates.com,airport
HYD,YYT,emirates.com,airport
DXB,GSO,emirates.com,airport
HYD,YXX,emirates.com,airport
GVA,MLE,emirates.com,airport
DXB,SDQ,emirates.com,airport
FRA,ISB,emirates.com,airport
DXB,KKN,emirates.com,airport
DXB,LBJ,emirates.com,airport
FRA,SGN,emirates.com,airport
EBL,RUH,emirates.com,airport
HYD,YQR,emirates.com,airport
GVA,JKT,emirates.com,airport
HYD,YOW,emirates.com,airport
DXB,FUK,emirates.com,airport
EVN,IXM,emirates.com,airport
FRA,HRE,emirates.com,airport
DXB,KJT,emirates.com,airport
DXB,TTU,emirates.com,airport
HYD,WRO,emirates.com,airport
GVA,EBB,emirates.com,airport
DXB,RDP,emirates.com,airport
DXB,OZZ,emirates.com,airport
DXB,LST,emirates.com,airport
DXB,SWS,emirates.com,airport
HYD,USA,emirates.com,airport
FRA,HKG,emirates.com,airport
HYD,UIO,emirates.com,airport
GVA,DPS,emirates.com,airport
DXB,NGB,emirates.com,airport
HYD,ANC,emirates.com,airport
HYD,TRS,emirates.com,airport
DXB,TST,emirates.com,airport
HYD,TNR,emirates.com,airport
HYD,AMA,emirates.com,airport
HYD,TLS,emirates.com,airport
HYD,ALW,emirates.com,airport
DXB,LLA,emirates.com,airport
DXB,OXF,emirates.com,airport
EBL,BOM,emirates.com,airport
HYD,ALB,emirates.com,airport
HAM,TRV,emirates.com,airport
DXB,HFD,emirates.com,airport
EBL,BNE,emirates.com,airport
HYD,ACC,emirates.com,airport
HYD,SNN,emirates.com,airport
HYD,ABQ,emirates.com,airport
HAM,SUB,emirates.com,airport
EBL,YYC,emirates.com,airport
HAM,SLL,emirates.com,airport
HRE,XUZ,emirates.com,airport
EBL,BER,emirates.com,airport
HRE,WLG,emirates.com,airport
HAM,SHA,emirates.com,airport
DXB,MTS,emirates.com,airport
HRE,SKT,emirates.com,airport
DXB,SIR,emirates.com,airport
GVA,CCU,emirates.com,airport
EBL,ABZ,emirates.com,airport
EBB,BHH,emirates.com,airport
HYD,RKT,emirates.com,airport
GVA,CAI,emirates.com,airport
HYD,PVR,emirates.com,airport
DXB,VII,emirates.com,airport
HYD,PSC,emirates.com,airport
GVA,ADD,emirates.com,airport
DXB,FNT,emirates.com,airport
HRE,LBA,emirates.com,airport
EBB,YVR,emirates.com,airport
HRE,KUL,emirates.com,airport
DXB,GEO,emirates.com,airport
HRE,JNB,emirates.com,airport
DXB,PUY,emirates.com,airport
GRJ,DXB,emirates.com,airport
HYD,OXF,emirates.com,airport
HRE,IST,emirates.com,airport
DXB,PSA,emirates.com,airport
DXB,SDR,emirates.com,airport
HYD,OPO,emirates.com,airport
HRE,GLA,emirates.com,airport
HYD,OMA,emirates.com,airport
DXB,KSC,emirates.com,airport
HAM,MUX,emirates.com,airport
EAM,TRV,emirates.com,airport
DXB,PPS,emirates.com,airport
HRE,CGO,emirates.com,airport
HAM,MRV,emirates.com,airport
HRE,CAN,emirates.com,airport
DXB,JJN,emirates.com,airport
EAM,HKT,emirates.com,airport
EBB,WAS,emirates.com,airport
GLA,USM,emirates.com,airport
EBB,URY,emirates.com,airport
HRE,BHX,emirates.com,airport
DXB,XMN,emirates.com,airport
HOU,TRV,emirates.com,airport
EBB,SIN,emirates.com,airport
HOU,TPE,emirates.com,airport
HYD,MHD,emirates.com,airport
HOU,THR,emirates.com,airport
DXB,PNI,emirates.com,airport
GLA,URY,emirates.com,airport
EBB,PAR,emirates.com,airport
EBL,YMQ,emirates.com,airport
DXB,TKU,emirates.com,airport
GLA,TIF,emirates.com,airport
HAM,MEL,emirates.com,airport
HOU,ROM,emirates.com,airport
DXB,SZY,emirates.com,airport
HOU,PEW,emirates.com,airport
HAM,LIS,emirates.com,airport
HOU,NJF,emirates.com,airport
HAM,KWI,emirates.com,airport
HOU,MLE,emirates.com,airport
ELQ,DEL,emirates.com,airport
HOU,MGQ,emirates.com,airport
DXB,PLW,emirates.com,airport
EAM,DAC,emirates.com,airport
EBL,OSA,emirates.com,airport
EAM,CCU,emirates.com,airport
HKG,ATH,emirates.com,airport
DXB,IXG,emirates.com,airport
DXB,SNN,emirates.com,airport
DXB,SWA,emirates.com,airport
ISB,OSA,emirates.com,airport
DYU,GOI,emirates.com,airport
DXB,GND,emirates.com,airport
HOU,KRT,emirates.com,airport
ISB,NAN,emirates.com,airport
DXB,SCO,emirates.com,airport
EBL,NCL,emirates.com,airport
DXB,HBX,emirates.com,airport
EBL,MLA,emirates.com,airport
DXB,MJC,emirates.com,airport
FRU,ISB,emirates.com,airport
DXB,GSM,emirates.com,airport
DXB,RZE,emirates.com,airport
EBL,WAS,emirates.com,airport
HGA,PAR,emirates.com,airport
DXB,MIM,emirates.com,airport
EBL,MAA,emirates.com,airport
HOU,DPS,emirates.com,airport
ISB,KOS,emirates.com,airport
HOU,DOH,emirates.com,airport
DXB,KOS,emirates.com,airport
GLA,ROT,emirates.com,airport
ISB,HOU,emirates.com,airport
DXB,ZBF,emirates.com,airport
ISB,HBE,emirates.com,airport
GLA,NPE,emirates.com,airport
ISB,GYS,emirates.com,airport
FRA,DAR,emirates.com,airport
DXB,KUN,emirates.com,airport
DXB,MBI,emirates.com,airport
DXB,KMS,emirates.com,airport
FRA,DAM,emirates.com,airport
HGA,DUB,emirates.com,airport
ISB,DLC,emirates.com,airport
GLA,MED,emirates.com,airport
ISB,CWL,emirates.com,airport
DXB,SUF,emirates.com,airport
HBE,VIE,emirates.com,airport
HOU,BKK,emirates.com,airport
ISB,CBR,emirates.com,airport
DXB,OMA,emirates.com,airport
ISB,CAI,emirates.com,airport
DXB,MSY,emirates.com,airport
HBE,KUL,emirates.com,airport
DXB,OLB,emirates.com,airport
ISB,BRI,emirates.com,airport
DXB,SNO,emirates.com,airport
HBE,ADL,emirates.com,airport
DXB,GWD,emirates.com,airport
ISB,BFS,emirates.com,airport
EBL,UDR,emirates.com,airport
EBL,IDR,emirates.com,airport
HKT,TZX,emirates.com,airport
ISB,APW,emirates.com,airport
HKT,TUU,emirates.com,airport
ISB,ALC,emirates.com,airport
FRA,CEB,emirates.com,airport
EVN,MPM,emirates.com,airport
HKT,STO,emirates.com,airport
IFN,KWI,emirates.com,airport
DXB,OLA,emirates.com,airport
EBL,DFW,emirates.com,airport
EBL,NBO,emirates.com,airport
EVN,MEX,emirates.com,airport
GLA,KRT,emirates.com,airport
HAN,KWI,emirates.com,airport
DXB,OKJ,emirates.com,airport
HYD,YQG,emirates.com,airport
DXB,YXX,emirates.com,airport
DXB,JLR,emirates.com,airport
HKT,MAN,emirates.com,airport
EBL,CAS,emirates.com,airport
DXB,FWA,emirates.com,airport
HYD,UTP,emirates.com,airport
HKT,LEI,emirates.com,airport
EBL,CAI,emirates.com,airport
FRA,CCU,emirates.com,airport
HAN,BTS,emirates.com,airport
DXB,VBY,emirates.com,airport
HYD,TLL,emirates.com,airport
DXB,JNU,emirates.com,airport
FRA,PEW,emirates.com,airport
HKT,HKG,emirates.com,airport
DXB,SJO,emirates.com,airport
HKT,HBE,emirates.com,airport
HYD,SIR,emirates.com,airport
DXB,IXD,emirates.com,airport
HYD,SEZ,emirates.com,airport
FRA,BNE,emirates.com,airport
HYD,SAN,emirates.com,airport
GLA,HKT,emirates.com,airport
HYD,RNO,emirates.com,airport
DXB,LDB,emirates.com,airport
HAM,SEZ,emirates.com,airport
HKT,DOH,emirates.com,airport
DXB,LAN,emirates.com,airport
DXB,NUE,emirates.com,airport
HYD,PFN,emirates.com,airport
EBL,TUN,emirates.com,airport
EVN,BOM,emirates.com,airport
HKT,CCU,emirates.com,airport
HYD,ONT,emirates.com,airport
HKT,CAS,emirates.com,airport
HYD,NJF,emirates.com,airport
DXB,MAO,emirates.com,airport
DXB,KUM,emirates.com,airport
HKT,BRU,emirates.com,airport
HYD,MOW,emirates.com,airport
HKT,BHX,emirates.com,airport
EBB,TRV,emirates.com,airport
DXB,YWL,emirates.com,airport
DXB,SZZ,emirates.com,airport
DXB,SJU,emirates.com,airport
DXB,PMO,emirates.com,airport
GLA,DPS,emirates.com,airport
DXB,WRO,emirates.com,airport
EBL,TPE,emirates.com,airport
FRA,MBA,emirates.com,airport
DXB,YWK,emirates.com,airport
DXB,GOV,emirates.com,airport
HKT,ADD,emirates.com,airport
ISB,QRO,emirates.com,airport
DXB,STS,emirates.com,airport
ISB,PAP,emirates.com,airport
HKG,YTO,emirates.com,airport
EBL,MPM,emirates.com,airport
DXB,INN,emirates.com,airport
HGA,SVD,emirates.com,airport
DXB,TIP,emirates.com,airport
DXB,KPO,emirates.com,airport
DXB,YTS,emirates.com,airport
ISB,LFW,emirates.com,airport
GLA,DBO,emirates.com,airport
EBL,LHE,emirates.com,airport
HKG,TLS,emirates.com,airport
ISB,HKT,emirates.com,airport
HKG,TIA,emirates.com,airport
ISB,FRU,emirates.com,airport
HKG,SKT,emirates.com,airport
DXB,IZM,emirates.com,airport
HKG,SIN,emirates.com,airport
ISB,DBO,emirates.com,airport
GLA,DAR,emirates.com,airport
HBE,SRZ,emirates.com,airport
DXB,INI,emirates.com,airport
ISB,BUH,emirates.com,airport
GLA,DAM,emirates.com,airport
DXB,KYA,emirates.com,airport
GLA,DAD,emirates.com,airport
ISB,BEN,emirates.com,airport
EBL,STO,emirates.com,airport
FRA,TPE,emirates.com,airport
HKG,POA,emirates.com,airport
EBL,DPO,emirates.com,airport
DXB,YSB,emirates.com,airport
DXB,RFD,emirates.com,airport
HKG,OPO,emirates.com,airport
HAN,HBE,emirates.com,airport
FRA,ADD,emirates.com,airport
EBL,CMB,emirates.com,airport
GLA,CCJ,emirates.com,airport
HYD,UME,emirates.com,airport
EBL,SRZ,emirates.com,airport
HYD,TLV,emirates.com,airport
HKG,MUX,emirates.com,airport
DXB,HAS,emirates.com,airport
FNC,LIS,emirates.com,airport
HAM,SKT,emirates.com,airport
GLA,BLR,emirates.com,airport
DXB,RAE,emirates.com,airport
HKG,MLE,emirates.com,airport
HYD,PRG,emirates.com,airport
GLA,BKK,emirates.com,airport
DXB,XPT,emirates.com,airport
HKG,MCT,emirates.com,airport
DXB,JKH,emirates.com,airport
DXB,NPE,emirates.com,airport
HYD,MSO,emirates.com,airport
DXB,USA,emirates.com,airport
DXB,XIT,emirates.com,airport
HKG,MAA,emirates.com,airport
EBB,NAN,emirates.com,airport
HKG,LPB,emirates.com,airport
HYD,LDB,emirates.com,airport
DXB,NOZ,emirates.com,airport
ISB,PKZ,emirates.com,airport
HKG,LJU,emirates.com,airport
FLN,DXB,emirates.com,airport
DXB,HRB,emirates.com,airport
ISB,LYR,emirates.com,airport
FNC,BKK,emirates.com,airport
DXB,RTM,emirates.com,airport
HKG,LAX,emirates.com,airport
ISB,ECN,emirates.com,airport
FNA,HBE,emirates.com,airport
HGA,AMS,emirates.com,airport
HKG,KUL,emirates.com,airport
EBL,JHB,emirates.com,airport
DXB,NMA,emirates.com,airport
HAS,DEL,emirates.com,airport
HKG,JED,emirates.com,airport
HAN,MSQ,emirates.com,airport
EBL,SHA,emirates.com,airport
EBL,SEZ,emirates.com,airport
DXB,GRX,emirates.com,airport
HAN,BUH,emirates.com,airport
HKG,HOU,emirates.com,airport
EBL,BHX,emirates.com,airport
HKG,HAM,emirates.com,airport
EBB,ZAG,emirates.com,airport
HKG,GVA,emirates.com,airport
HYD,ORK,emirates.com,airport
DXB,SFA,emirates.com,airport
DXB,GYE,emirates.com,airport
DXB,GMB,emirates.com,airport
ELQ,TRV,emirates.com,airport
DXB,YQB,emirates.com,airport
ISB,ORK,emirates.com,airport
GIZ,MLE,emirates.com,airport
DXB,RVN,emirates.com,airport
HKG,DEL,emirates.com,airport
HGA,BOG,emirates.com,airport
HKG,CPT,emirates.com,airport
HBA,CAI,emirates.com,airport
GIZ,BOM,emirates.com,airport
FRA,SHA,emirates.com,airport
GAU,DFW,emirates.com,airport
HAM,ULN,emirates.com,airport
DXB,IKI,emirates.com,airport
DXB,PVK,emirates.com,airport
DXB,SSJ,emirates.com,airport
DXB,HGU,emirates.com,airport
FRU,SAL,emirates.com,airport
ISB,MGA,emirates.com,airport
HKG,BOS,emirates.com,airport
HBE,LON,emirates.com,airport
FRU,RUH,emirates.com,airport
HYD,VCT,emirates.com,airport
FRU,MRU,emirates.com,airport
HYD,NCE,emirates.com,airport
HKG,BEY,emirates.com,airport
ISB,HAS,emirates.com,airport
FRU,MEL,emirates.com,airport
DXB,MRS,emirates.com,airport
