departure_code,arrival_code,pos_provider_code,route_type
SVO,CGK,emirates.com,airport
DME,HLP,emirates.com,airport
DME,CGK,emirates.com,airport
MUX,CTU,emirates.com,airport
ZIA,ISB,emirates.com,airport
VKO,ISB,emirates.com,airport
SVO,ISB,emirates.com,airport
DME,ISB,emirates.com,airport
ZIA,HRG,emirates.com,airport
VKO,HRG,emirates.com,airport
SVO,HRG,emirates.com,airport
DME,HRG,emirates.com,airport
GRU,HBE,emirates.com,airport
CGH,HBE,emirates.com,airport
ZIA,HAS,emirates.com,airport
VKO,HAS,emirates.com,airport
SVO,HAS,emirates.com,airport
DME,HAS,emirates.com,airport
SFB,COK,emirates.com,airport
MCO,COK,emirates.com,airport
SFB,PKX,emirates.com,airport
SFB,CHG,emirates.com,airport
SFB,PEK,emirates.com,airport
SFB,NAY,emirates.com,airport
MCO,PKX,emirates.com,airport
MCO,CHG,emirates.com,airport
MCO,PEK,emirates.com,airport
MCO,NAY,emirates.com,airport
MXP,MRU,emirates.com,airport
LIN,MRU,emirates.com,airport
BGY,MRU,emirates.com,airport
NYS,VTZ,emirates.com,airport
SWF,VTZ,emirates.com,airport
LGA,VTZ,emirates.com,airport
JFK,VTZ,emirates.com,airport
EWR,VTZ,emirates.com,airport
NYS,SIN,emirates.com,airport
SWF,SIN,emirates.com,airport
LGA,SIN,emirates.com,airport
JFK,SIN,emirates.com,airport
EWR,SIN,emirates.com,airport
MIA,CJB,emirates.com,airport
NAP,SKT,emirates.com,airport
ZIA,CMB,emirates.com,airport
VKO,CMB,emirates.com,airport
SVO,CMB,emirates.com,airport
DME,CMB,emirates.com,airport
ZIA,BEY,emirates.com,airport
VKO,BEY,emirates.com,airport
SVO,BEY,emirates.com,airport
DME,BEY,emirates.com,airport
MGQ,YEG,emirates.com,airport
NYS,KUL,emirates.com,airport
SWF,KUL,emirates.com,airport
LGA,KUL,emirates.com,airport
JFK,KUL,emirates.com,airport
EWR,KUL,emirates.com,airport
GRU,LHE,emirates.com,airport
CGH,LHE,emirates.com,airport
ZIA,BAH,emirates.com,airport
VKO,BAH,emirates.com,airport
SVO,BAH,emirates.com,airport
DME,BAH,emirates.com,airport
RUH,OMA,emirates.com,airport
NYS,JIB,emirates.com,airport
SWF,JIB,emirates.com,airport
LGA,JIB,emirates.com,airport
JFK,JIB,emirates.com,airport
EWR,JIB,emirates.com,airport
MNL,GYY,emirates.com,airport
MNL,ORD,emirates.com,airport
MNL,MDW,emirates.com,airport
NJF,MAN,emirates.com,airport
NYS,DPS,emirates.com,airport
SWF,DPS,emirates.com,airport
LGA,DPS,emirates.com,airport
JFK,DPS,emirates.com,airport
EWR,DPS,emirates.com,airport
NBO,MNL,emirates.com,airport
RUH,POS,emirates.com,airport
THR,NQZ,emirates.com,airport
SIN,MXP,emirates.com,airport
SIN,LIN,emirates.com,airport
SIN,BGY,emirates.com,airport
TUN,PKX,emirates.com,airport
TUN,CHG,emirates.com,airport
TUN,PEK,emirates.com,airport
TUN,NAY,emirates.com,airport
SLL,IXC,emirates.com,airport
WAW,NRT,emirates.com,airport
WAW,HND,emirates.com,airport
WAW,SYD,emirates.com,airport
SLC,DXB,emirates.com,airport
TLV,MCT,emirates.com,airport
YKF,TUU,emirates.com,airport
YYZ,TUU,emirates.com,airport
YTZ,TUU,emirates.com,airport
YHM,TUU,emirates.com,airport
IAD,MLE,emirates.com,airport
DCA,MLE,emirates.com,airport
VST,AMM,emirates.com,airport
NYO,AMM,emirates.com,airport
BMA,AMM,emirates.com,airport
ARN,AMM,emirates.com,airport
SYD,HLP,emirates.com,airport
SYD,CGK,emirates.com,airport
TSE,HLP,emirates.com,airport
TSE,CGK,emirates.com,airport
TUU,HYD,emirates.com,airport
IAD,JIB,emirates.com,airport
DCA,JIB,emirates.com,airport
ICN,ALG,emirates.com,airport
GMP,ALG,emirates.com,airport
DCA,EBL,emirates.com,airport
SLL,IAD,emirates.com,airport
SLL,DCA,emirates.com,airport
IAD,DAR,emirates.com,airport
DCA,DAR,emirates.com,airport
SFO,KBL,emirates.com,airport
SLL,VST,emirates.com,airport
SLL,NYO,emirates.com,airport
SLL,BMA,emirates.com,airport
SLL,ARN,emirates.com,airport
YKF,AHB,emirates.com,airport
YYZ,AHB,emirates.com,airport
YTZ,AHB,emirates.com,airport
YHM,AHB,emirates.com,airport
SEZ,FRA,emirates.com,airport
VST,RUH,emirates.com,airport
NYO,RUH,emirates.com,airport
BMA,RUH,emirates.com,airport
ARN,RUH,emirates.com,airport
SIN,IAD,emirates.com,airport
SIN,DCA,emirates.com,airport
TLV,DVO,emirates.com,airport
SKT,KZN,emirates.com,airport
ICN,VST,emirates.com,airport
ICN,NYO,emirates.com,airport
ICN,BMA,emirates.com,airport
ICN,ARN,emirates.com,airport
GMP,VST,emirates.com,airport
GMP,NYO,emirates.com,airport
GMP,BMA,emirates.com,airport
GMP,ARN,emirates.com,airport
SLL,NYS,emirates.com,airport
SLL,SWF,emirates.com,airport
SLL,LGA,emirates.com,airport
SLL,JFK,emirates.com,airport
SLL,EWR,emirates.com,airport
SIN,ISB,emirates.com,airport
VST,HYD,emirates.com,airport
NYO,HYD,emirates.com,airport
BMA,HYD,emirates.com,airport
ARN,HYD,emirates.com,airport
VST,EBL,emirates.com,airport
NYO,EBL,emirates.com,airport
BMA,EBL,emirates.com,airport
ARN,EBL,emirates.com,airport
TUN,CZM,emirates.com,airport
VIE,BAH,emirates.com,airport
VIE,AMS,emirates.com,airport
VST,DAC,emirates.com,airport
NYO,DAC,emirates.com,airport
BMA,DAC,emirates.com,airport
ARN,DAC,emirates.com,airport
WLG,LHE,emirates.com,airport
THR,SJJ,emirates.com,airport
ZRH,LHE,emirates.com,airport
ULH,MRU,emirates.com,airport
THR,PER,emirates.com,airport
THR,HLP,emirates.com,airport
THR,CGK,emirates.com,airport
TLV,UTP,emirates.com,airport
THR,BEY,emirates.com,airport
ICN,LWG,emirates.com,airport
ICN,SEN,emirates.com,airport
ICN,STN,emirates.com,airport
ICN,LTN,emirates.com,airport
ICN,LHR,emirates.com,airport
ICN,LGW,emirates.com,airport
ICN,LCY,emirates.com,airport
GMP,LWG,emirates.com,airport
GMP,SEN,emirates.com,airport
GMP,STN,emirates.com,airport
GMP,LTN,emirates.com,airport
GMP,LHR,emirates.com,airport
GMP,LGW,emirates.com,airport
GMP,LCY,emirates.com,airport
THR,GRZ,emirates.com,airport
VST,MLE,emirates.com,airport
NYO,MLE,emirates.com,airport
BMA,MLE,emirates.com,airport
ARN,MLE,emirates.com,airport
SGN,LBG,emirates.com,airport
SGN,ORY,emirates.com,airport
SGN,CDG,emirates.com,airport
SGN,BVA,emirates.com,airport
YMX,BAH,emirates.com,airport
YUL,BAH,emirates.com,airport
YHU,BAH,emirates.com,airport
NRT,IST,emirates.com,airport
HND,IST,emirates.com,airport
UET,MAN,emirates.com,airport
YKF,MRU,emirates.com,airport
YYZ,MRU,emirates.com,airport
YTZ,MRU,emirates.com,airport
YHM,MRU,emirates.com,airport
SKT,PKX,emirates.com,airport
SKT,CHG,emirates.com,airport
SKT,PEK,emirates.com,airport
SKT,NAY,emirates.com,airport
SGN,BLR,emirates.com,airport
UET,FRA,emirates.com,airport
SIN,MUX,emirates.com,airport
ICN,FCO,emirates.com,airport
ICN,CIA,emirates.com,airport
GMP,FCO,emirates.com,airport
GMP,CIA,emirates.com,airport
THR,YMX,emirates.com,airport
THR,YUL,emirates.com,airport
THR,YHU,emirates.com,airport
TUN,LED,emirates.com,airport
ICN,GYY,emirates.com,airport
ICN,ORD,emirates.com,airport
ICN,MDW,emirates.com,airport
GMP,GYY,emirates.com,airport
GMP,ORD,emirates.com,airport
GMP,MDW,emirates.com,airport
TLV,ZIA,emirates.com,airport
TLV,VKO,emirates.com,airport
TLV,SVO,emirates.com,airport
TLV,DME,emirates.com,airport
SEZ,LWG,emirates.com,airport
SEZ,SEN,emirates.com,airport
SEZ,STN,emirates.com,airport
SEZ,LTN,emirates.com,airport
SEZ,LHR,emirates.com,airport
SEZ,LGW,emirates.com,airport
SEZ,LCY,emirates.com,airport
ICN,KWI,emirates.com,airport
GMP,KWI,emirates.com,airport
SYD,MUX,emirates.com,airport
SGN,NYS,emirates.com,airport
SGN,SWF,emirates.com,airport
SGN,LGA,emirates.com,airport
SGN,JFK,emirates.com,airport
SGN,EWR,emirates.com,airport
SZG,KUL,emirates.com,airport
TLV,TAC,emirates.com,airport
NRT,OSL,emirates.com,airport
HND,OSL,emirates.com,airport
VST,MAA,emirates.com,airport
NYO,MAA,emirates.com,airport
BMA,MAA,emirates.com,airport
ARN,MAA,emirates.com,airport
NRT,NBO,emirates.com,airport
HND,NBO,emirates.com,airport
WLG,LWG,emirates.com,airport
WLG,SEN,emirates.com,airport
WLG,STN,emirates.com,airport
WLG,LTN,emirates.com,airport
WLG,LHR,emirates.com,airport
WLG,LGW,emirates.com,airport
WLG,LCY,emirates.com,airport
YKF,MAA,emirates.com,airport
YYZ,MAA,emirates.com,airport
YTZ,MAA,emirates.com,airport
YHM,MAA,emirates.com,airport
SEZ,CMN,emirates.com,airport
VST,SKT,emirates.com,airport
NYO,SKT,emirates.com,airport
BMA,SKT,emirates.com,airport
ARN,SKT,emirates.com,airport
NRT,LIS,emirates.com,airport
HND,LIS,emirates.com,airport
YMX,BKK,emirates.com,airport
YUL,BKK,emirates.com,airport
YHU,BKK,emirates.com,airport
TLV,NRT,emirates.com,airport
TLV,HND,emirates.com,airport
AMM,YXE,emirates.com,airport
ADD,MAN,emirates.com,airport
AKL,YKF,emirates.com,airport
AKL,YYZ,emirates.com,airport
AKL,YTZ,emirates.com,airport
AKL,YHM,emirates.com,airport
BGW,NYS,emirates.com,airport
BGW,SWF,emirates.com,airport
BGW,LGA,emirates.com,airport
BGW,JFK,emirates.com,airport
BGW,EWR,emirates.com,airport
AMM,LAS,emirates.com,airport
BAH,OLA,emirates.com,airport
AMS,MNL,emirates.com,airport
ADD,IAD,emirates.com,airport
ADD,DCA,emirates.com,airport
ACC,YKF,emirates.com,airport
ACC,YYZ,emirates.com,airport
ACC,YTZ,emirates.com,airport
ACC,YHM,emirates.com,airport
BAH,CNN,emirates.com,airport
AMM,IAD,emirates.com,airport
AMM,DCA,emirates.com,airport
AMD,BEY,emirates.com,airport
ADD,PZU,emirates.com,airport
ASB,BAH,emirates.com,airport
GYD,RUH,emirates.com,airport
BAH,LNZ,emirates.com,airport
BGW,SHA,emirates.com,airport
AMS,CHC,emirates.com,airport
BGW,EBB,emirates.com,airport
BCN,CUN,emirates.com,airport
AMD,SFB,emirates.com,airport
AMD,MCO,emirates.com,airport
BGW,HLP,emirates.com,airport
BGW,CGK,emirates.com,airport
ADD,SHA,emirates.com,airport
BGW,DUB,emirates.com,airport
AMM,BWN,emirates.com,airport
ADD,RAR,emirates.com,airport
AMM,VST,emirates.com,airport
AMM,NYO,emirates.com,airport
AMM,BMA,emirates.com,airport
AMM,ARN,emirates.com,airport
BEY,VCP,emirates.com,airport
BSR,MAN,emirates.com,airport
BSR,ICN,emirates.com,airport
BSR,GMP,emirates.com,airport
CAI,GYD,emirates.com,airport
BSR,LBG,emirates.com,airport
BSR,ORY,emirates.com,airport
BSR,CDG,emirates.com,airport
BSR,BVA,emirates.com,airport
CAI,POM,emirates.com,airport
BSB,DMM,emirates.com,airport
BGW,DCA,emirates.com,airport
GYY,SKT,emirates.com,airport
ORD,SKT,emirates.com,airport
MDW,SKT,emirates.com,airport
GYY,LYP,emirates.com,airport
ORD,LYP,emirates.com,airport
MDW,LYP,emirates.com,airport
CCU,SEZ,emirates.com,airport
CCU,NCL,emirates.com,airport
GYY,BLR,emirates.com,airport
ORD,BLR,emirates.com,airport
MDW,BLR,emirates.com,airport
GYY,BEN,emirates.com,airport
ORD,BEN,emirates.com,airport
MDW,BEN,emirates.com,airport
BGW,VST,emirates.com,airport
BGW,NYO,emirates.com,airport
BGW,BMA,emirates.com,airport
BGW,ARN,emirates.com,airport
BLR,EDI,emirates.com,airport
CMB,GOT,emirates.com,airport
GYY,MAA,emirates.com,airport
ORD,MAA,emirates.com,airport
MDW,MAA,emirates.com,airport
BUD,PEW,emirates.com,airport
GYY,AMM,emirates.com,airport
ORD,AMM,emirates.com,airport
MDW,AMM,emirates.com,airport
BKK,DUB,emirates.com,airport
BOM,GRU,emirates.com,airport
BOM,CGH,emirates.com,airport
PKX,AMM,emirates.com,airport
CHG,AMM,emirates.com,airport
PEK,AMM,emirates.com,airport
NAY,AMM,emirates.com,airport
BKK,OUD,emirates.com,airport
BLR,MXP,emirates.com,airport
BLR,LIN,emirates.com,airport
BLR,BGY,emirates.com,airport
BSR,MUX,emirates.com,airport
BHX,EAM,emirates.com,airport
BLR,FCO,emirates.com,airport
BLR,CIA,emirates.com,airport
BSR,MXP,emirates.com,airport
BSR,LIN,emirates.com,airport
BSR,BGY,emirates.com,airport
DFW,THR,emirates.com,airport
DXB,CXB,emirates.com,airport
CMN,HLP,emirates.com,airport
CMN,CGK,emirates.com,airport
CPT,MCT,emirates.com,airport
CPT,FCO,emirates.com,airport
CPT,CIA,emirates.com,airport
COK,BRE,emirates.com,airport
DAC,VST,emirates.com,airport
DAC,NYO,emirates.com,airport
DAC,BMA,emirates.com,airport
DAC,ARN,emirates.com,airport
DEL,YQB,emirates.com,airport
CMB,FCO,emirates.com,airport
CMB,CIA,emirates.com,airport
DEL,NRT,emirates.com,airport
DEL,HND,emirates.com,airport
DAC,LED,emirates.com,airport
DUB,BKK,emirates.com,airport
DPS,HBE,emirates.com,airport
DXB,SMF,emirates.com,airport
DXB,HSV,emirates.com,airport
GVA,SYD,emirates.com,airport
DXB,WVB,emirates.com,airport
HYD,ZIA,emirates.com,airport
HYD,VKO,emirates.com,airport
HYD,SVO,emirates.com,airport
HYD,DME,emirates.com,airport
EBB,BOG,emirates.com,airport
HKT,ZIA,emirates.com,airport
HKT,VKO,emirates.com,airport
HKT,SVO,emirates.com,airport
HKT,DME,emirates.com,airport
DXB,NDR,emirates.com,airport
EBB,AER,emirates.com,airport
ISB,GYD,emirates.com,airport
HAS,COK,emirates.com,airport
HYD,SMF,emirates.com,airport
KUL,EAM,emirates.com,airport
HLP,GVA,emirates.com,airport
CGK,GVA,emirates.com,airport
KHI,TUN,emirates.com,airport
KWI,MCI,emirates.com,airport
HLP,CAI,emirates.com,airport
CGK,CAI,emirates.com,airport
HLP,YMX,emirates.com,airport
HLP,YUL,emirates.com,airport
HLP,YHU,emirates.com,airport
CGK,YMX,emirates.com,airport
CGK,YUL,emirates.com,airport
CGK,YHU,emirates.com,airport
IST,DLA,emirates.com,airport
JUB,KWI,emirates.com,airport
KTM,LWG,emirates.com,airport
KTM,SEN,emirates.com,airport
KTM,STN,emirates.com,airport
KTM,LTN,emirates.com,airport
KTM,LHR,emirates.com,airport
KTM,LGW,emirates.com,airport
KTM,LCY,emirates.com,airport
JUB,HYD,emirates.com,airport
KHI,MSP,emirates.com,airport
ISU,MAD,emirates.com,airport
KWI,ESB,emirates.com,airport
HLP,RIX,emirates.com,airport
CGK,RIX,emirates.com,airport
KWI,DAD,emirates.com,airport
IST,ZIA,emirates.com,airport
IST,VKO,emirates.com,airport
IST,SVO,emirates.com,airport
IST,DME,emirates.com,airport
IST,TUU,emirates.com,airport
JED,NQZ,emirates.com,airport
MCX,GYD,emirates.com,airport
KWI,TRZ,emirates.com,airport
LHE,TPE,emirates.com,airport
MAA,NCE,emirates.com,airport
LRR,BAH,emirates.com,airport
MAA,MXP,emirates.com,airport
MAA,LIN,emirates.com,airport
MAA,BGY,emirates.com,airport
LNK,NJF,emirates.com,airport
LWG,PEW,emirates.com,airport
SEN,PEW,emirates.com,airport
STN,PEW,emirates.com,airport
LTN,PEW,emirates.com,airport
LHR,PEW,emirates.com,airport
LGW,PEW,emirates.com,airport
LCY,PEW,emirates.com,airport
LWG,MHD,emirates.com,airport
SEN,MHD,emirates.com,airport
STN,MHD,emirates.com,airport
LTN,MHD,emirates.com,airport
LGW,MHD,emirates.com,airport
LCY,MHD,emirates.com,airport
MCT,ROK,emirates.com,airport
MCT,NMA,emirates.com,airport
LED,AGA,emirates.com,airport
MAA,EMA,emirates.com,airport
MAD,KTM,emirates.com,airport
KWI,SOF,emirates.com,airport
LUN,KTM,emirates.com,airport
MED,PKX,emirates.com,airport
MED,CHG,emirates.com,airport
MED,PEK,emirates.com,airport
MED,NAY,emirates.com,airport
MED,GYD,emirates.com,airport
MEX,ZIA,emirates.com,airport
MEX,VKO,emirates.com,airport
MEX,SVO,emirates.com,airport
MEX,DME,emirates.com,airport
MEL,NCL,emirates.com,airport
LWG,ZNZ,emirates.com,airport
SEN,ZNZ,emirates.com,airport
STN,ZNZ,emirates.com,airport
LTN,ZNZ,emirates.com,airport
LHR,ZNZ,emirates.com,airport
LGW,ZNZ,emirates.com,airport
LCY,ZNZ,emirates.com,airport
MED,IAD,emirates.com,airport
MED,DCA,emirates.com,airport
LHE,YWG,emirates.com,airport
KWI,YYJ,emirates.com,airport
LYP,GYD,emirates.com,airport
KWI,TSR,emirates.com,airport
LUN,TBS,emirates.com,airport
KWI,OKC,emirates.com,airport
LWG,BSR,emirates.com,airport
SEN,BSR,emirates.com,airport
STN,BSR,emirates.com,airport
LTN,BSR,emirates.com,airport
LHR,BSR,emirates.com,airport
LGW,BSR,emirates.com,airport
LCY,BSR,emirates.com,airport
LWG,BGW,emirates.com,airport
SEN,BGW,emirates.com,airport
LTN,BGW,emirates.com,airport
LGW,BGW,emirates.com,airport
LCY,BGW,emirates.com,airport
NYS,LED,emirates.com,airport
SWF,LED,emirates.com,airport
LGA,LED,emirates.com,airport
JFK,LED,emirates.com,airport
EWR,LED,emirates.com,airport
ZIA,CMN,emirates.com,airport
VKO,CMN,emirates.com,airport
SVO,CMN,emirates.com,airport
DME,CMN,emirates.com,airport
FCO,ISB,emirates.com,airport
CIA,ISB,emirates.com,airport
REC,ZIA,emirates.com,airport
REC,VKO,emirates.com,airport
REC,SVO,emirates.com,airport
REC,DME,emirates.com,airport
MNL,EPA,emirates.com,airport
MNL,EZE,emirates.com,airport
MNL,AEP,emirates.com,airport
NYS,RAJ,emirates.com,airport
SWF,RAJ,emirates.com,airport
LGA,RAJ,emirates.com,airport
JFK,RAJ,emirates.com,airport
EWR,RAJ,emirates.com,airport
RUH,XIY,emirates.com,airport
MLA,MAA,emirates.com,airport
MGQ,YMX,emirates.com,airport
MGQ,YUL,emirates.com,airport
MGQ,YHU,emirates.com,airport
LBG,HAN,emirates.com,airport
ORY,HAN,emirates.com,airport
CDG,HAN,emirates.com,airport
BVA,HAN,emirates.com,airport
ZIA,MRU,emirates.com,airport
VKO,MRU,emirates.com,airport
SVO,MRU,emirates.com,airport
DME,MRU,emirates.com,airport
GRU,AHB,emirates.com,airport
CGH,AHB,emirates.com,airport
PEW,YQM,emirates.com,airport
NBO,DOH,emirates.com,airport
MRU,PRG,emirates.com,airport
PEW,BLQ,emirates.com,airport
MUX,NRT,emirates.com,airport
MUX,HND,emirates.com,airport
RUH,RRJ,emirates.com,airport
RUH,SDU,emirates.com,airport
RUH,GIG,emirates.com,airport
MXP,MLE,emirates.com,airport
PER,MCO,emirates.com,airport
VKO,MLE,emirates.com,airport
SVO,MLE,emirates.com,airport
DME,MLE,emirates.com,airport
SFB,DEL,emirates.com,airport
MCO,DEL,emirates.com,airport
MNL,MXP,emirates.com,airport
MNL,LIN,emirates.com,airport
MNL,BGY,emirates.com,airport
ZIA,HKT,emirates.com,airport
VKO,HKT,emirates.com,airport
SVO,HKT,emirates.com,airport
DME,HKT,emirates.com,airport
FCO,BKK,emirates.com,airport
CIA,BKK,emirates.com,airport
MUX,PER,emirates.com,airport
RDU,DXB,emirates.com,airport
NBO,HOU,emirates.com,airport
NYS,BKK,emirates.com,airport
SWF,BKK,emirates.com,airport
LGA,BKK,emirates.com,airport
JFK,BKK,emirates.com,airport
EWR,BKK,emirates.com,airport
GRU,KBL,emirates.com,airport
CGH,KBL,emirates.com,airport
MXP,SIN,emirates.com,airport
LIN,SIN,emirates.com,airport
BGY,SIN,emirates.com,airport
SYD,LBG,emirates.com,airport
SYD,CDG,emirates.com,airport
SYD,BVA,emirates.com,airport
YKF,KTM,emirates.com,airport
YYZ,KTM,emirates.com,airport
YTZ,KTM,emirates.com,airport
YHM,KTM,emirates.com,airport
IAD,CMB,emirates.com,airport
DCA,CMB,emirates.com,airport
ICN,JNB,emirates.com,airport
GMP,JNB,emirates.com,airport
SYD,BRU,emirates.com,airport
IAD,AMM,emirates.com,airport
DCA,AMM,emirates.com,airport
SKT,FCO,emirates.com,airport
SKT,CIA,emirates.com,airport
TAS,HLP,emirates.com,airport
TAS,CGK,emirates.com,airport
SUB,IST,emirates.com,airport
TUN,LIS,emirates.com,airport
YMX,LHE,emirates.com,airport
YUL,LHE,emirates.com,airport
YHU,LHE,emirates.com,airport
ICN,JED,emirates.com,airport
GMP,JED,emirates.com,airport
VST,LHE,emirates.com,airport
NYO,LHE,emirates.com,airport
BMA,LHE,emirates.com,airport
ARN,LHE,emirates.com,airport
YMX,CAI,emirates.com,airport
YUL,CAI,emirates.com,airport
YHU,CAI,emirates.com,airport
VST,EBB,emirates.com,airport
NYO,EBB,emirates.com,airport
BMA,EBB,emirates.com,airport
ARN,EBB,emirates.com,airport
VST,CAI,emirates.com,airport
NYO,CAI,emirates.com,airport
BMA,CAI,emirates.com,airport
ARN,CAI,emirates.com,airport
THR,ICN,emirates.com,airport
THR,GMP,emirates.com,airport
SGN,YKF,emirates.com,airport
SGN,YYZ,emirates.com,airport
SGN,YTZ,emirates.com,airport
SGN,YHM,emirates.com,airport
SHA,RAI,emirates.com,airport
SKT,MBA,emirates.com,airport
SKT,NJF,emirates.com,airport
TUN,KIX,emirates.com,airport
TUN,ITM,emirates.com,airport
YMX,SGN,emirates.com,airport
YUL,SGN,emirates.com,airport
YHU,SGN,emirates.com,airport
SLL,MEL,emirates.com,airport
VST,KTM,emirates.com,airport
NYO,KTM,emirates.com,airport
BMA,KTM,emirates.com,airport
ARN,KTM,emirates.com,airport
ULH,CMN,emirates.com,airport
SZG,DMM,emirates.com,airport
SIN,ZIA,emirates.com,airport
SIN,VKO,emirates.com,airport
SIN,SVO,emirates.com,airport
SIN,DME,emirates.com,airport
THR,NRT,emirates.com,airport
THR,HND,emirates.com,airport
NRT,PEW,emirates.com,airport
HND,PEW,emirates.com,airport
SEZ,LBG,emirates.com,airport
SEZ,ORY,emirates.com,airport
SEZ,CDG,emirates.com,airport
SEZ,BVA,emirates.com,airport
NRT,LBG,emirates.com,airport
NRT,ORY,emirates.com,airport
NRT,CDG,emirates.com,airport
NRT,BVA,emirates.com,airport
HND,LBG,emirates.com,airport
HND,ORY,emirates.com,airport
HND,CDG,emirates.com,airport
HND,BVA,emirates.com,airport
VST,JED,emirates.com,airport
NYO,JED,emirates.com,airport
BMA,JED,emirates.com,airport
ARN,JED,emirates.com,airport
BGW,GRU,emirates.com,airport
BGW,CGH,emirates.com,airport
BGW,PNH,emirates.com,airport
AMM,LBG,emirates.com,airport
AMM,ORY,emirates.com,airport
AMM,CDG,emirates.com,airport
AMM,BVA,emirates.com,airport
ADL,MRV,emirates.com,airport
ATH,NYS,emirates.com,airport
ATH,SWF,emirates.com,airport
ATH,LGA,emirates.com,airport
ATH,JFK,emirates.com,airport
ATH,EWR,emirates.com,airport
BAH,GYY,emirates.com,airport
BAH,ORD,emirates.com,airport
BAH,MDW,emirates.com,airport
BEY,ACC,emirates.com,airport
BEY,VIE,emirates.com,airport
GYD,BOM,emirates.com,airport
BEY,SFB,emirates.com,airport
BEY,MCO,emirates.com,airport
BEY,MIA,emirates.com,airport
AMM,LWG,emirates.com,airport
AMM,SEN,emirates.com,airport
AMM,STN,emirates.com,airport
AMM,LTN,emirates.com,airport
AMM,LHR,emirates.com,airport
AMM,LGW,emirates.com,airport
AMM,LCY,emirates.com,airport
BEY,TAO,emirates.com,airport
BEY,NYS,emirates.com,airport
BEY,SWF,emirates.com,airport
BEY,LGA,emirates.com,airport
BEY,JFK,emirates.com,airport
BEY,EWR,emirates.com,airport
ALG,BAH,emirates.com,airport
ALG,NYS,emirates.com,airport
ALG,SWF,emirates.com,airport
ALG,LGA,emirates.com,airport
ALG,JFK,emirates.com,airport
ALG,EWR,emirates.com,airport
AMM,DUD,emirates.com,airport
ACC,NYS,emirates.com,airport
ACC,SWF,emirates.com,airport
ACC,LGA,emirates.com,airport
ACC,JFK,emirates.com,airport
ACC,EWR,emirates.com,airport
AKL,ADD,emirates.com,airport
CAN,VIE,emirates.com,airport
BKK,GRU,emirates.com,airport
BKK,CGH,emirates.com,airport
BOM,BOI,emirates.com,airport
GYY,LHE,emirates.com,airport
ORD,LHE,emirates.com,airport
MDW,LHE,emirates.com,airport
BKK,YMX,emirates.com,airport
BKK,YUL,emirates.com,airport
BKK,YHU,emirates.com,airport
CIT,RUH,emirates.com,airport
CAI,YMX,emirates.com,airport
CAI,YUL,emirates.com,airport
CAI,YHU,emirates.com,airport
PKX,IST,emirates.com,airport
CHG,IST,emirates.com,airport
PEK,IST,emirates.com,airport
NAY,IST,emirates.com,airport
BLR,MEX,emirates.com,airport
DEL,GYD,emirates.com,airport
CPT,DOH,emirates.com,airport
CPT,MEL,emirates.com,airport
CPT,KUL,emirates.com,airport
DRW,MLW,emirates.com,airport
COK,SFB,emirates.com,airport
COK,MCO,emirates.com,airport
DPS,ZIA,emirates.com,airport
DPS,VKO,emirates.com,airport
DPS,SVO,emirates.com,airport
DPS,DME,emirates.com,airport
DFW,RUH,emirates.com,airport
CMN,KTM,emirates.com,airport
DAC,DOH,emirates.com,airport
DMM,BRE,emirates.com,airport
DAC,NCL,emirates.com,airport
CMN,YMX,emirates.com,airport
CMN,YUL,emirates.com,airport
CMN,YHU,emirates.com,airport
CMN,NRT,emirates.com,airport
CMN,HND,emirates.com,airport
COK,YEG,emirates.com,airport
DXB,LYR,emirates.com,airport
HYD,VNO,emirates.com,airport
DXB,MTY,emirates.com,airport
HRE,YTY,emirates.com,airport
HKG,YKF,emirates.com,airport
HKG,YYZ,emirates.com,airport
HKG,YTZ,emirates.com,airport
HKG,YHM,emirates.com,airport
ISB,SIN,emirates.com,airport
HAM,NRT,emirates.com,airport
HAM,HND,emirates.com,airport
ISB,ZIA,emirates.com,airport
ISB,VKO,emirates.com,airport
ISB,SVO,emirates.com,airport
ISB,DME,emirates.com,airport
EVN,GYD,emirates.com,airport
EBL,YMX,emirates.com,airport
EBL,YUL,emirates.com,airport
EBL,YHU,emirates.com,airport
DXB,NSI,emirates.com,airport
EBL,NRT,emirates.com,airport
EBL,HND,emirates.com,airport
DXB,PAG,emirates.com,airport
EBB,LWG,emirates.com,airport
EBB,SEN,emirates.com,airport
EBB,STN,emirates.com,airport
EBB,LTN,emirates.com,airport
EBB,LHR,emirates.com,airport
EBB,LGW,emirates.com,airport
EBB,LCY,emirates.com,airport
EBB,KWI,emirates.com,airport
JED,ATH,emirates.com,airport
ISB,YHZ,emirates.com,airport
JED,CTU,emirates.com,airport
JUB,CJB,emirates.com,airport
KHI,NCE,emirates.com,airport
KTM,NCL,emirates.com,airport
LYP,YKF,emirates.com,airport
LYP,YYZ,emirates.com,airport
LYP,YTZ,emirates.com,airport
LYP,YHM,emirates.com,airport
LWG,ACC,emirates.com,airport
SEN,ACC,emirates.com,airport
STN,ACC,emirates.com,airport
LTN,ACC,emirates.com,airport
LHR,ACC,emirates.com,airport
LGW,ACC,emirates.com,airport
LCY,ACC,emirates.com,airport
LHE,YMX,emirates.com,airport
LHE,YUL,emirates.com,airport
LHE,YHU,emirates.com,airport
MEL,GLA,emirates.com,airport
LYP,SFO,emirates.com,airport
LWG,HKT,emirates.com,airport
SEN,HKT,emirates.com,airport
