departure_code,arrival_code,pos_provider_code,route_type,direct_flight_only,allowed_inbound_days,allowed_outbound_days,sum_of_oneway,app_types
RJA,VNS,zm.wego.com,airport,false,*,*,true,*
CJB,DPS,zm.wego.com,airport,false,*,*,true,*
KUL,PNQ,zm.wego.com,airport,false,*,*,true,*
LTN,KWI,zm.wego.com,airport,false,*,*,true,*
COK,LHR,zm.wego.com,airport,false,*,*,true,*
BDQ,DXB,zm.wego.com,airport,false,*,*,true,*
TPA,JFK,zm.wego.com,airport,false,*,*,true,*
EDI,LGW,zm.wego.com,airport,false,*,*,true,*
NCE,FCO,zm.wego.com,airport,false,*,*,true,*
PNH,LKO,zm.wego.com,airport,false,*,*,true,*
CEB,ZAM,zm.wego.com,airport,false,*,*,true,*
KUL,IXZ,zm.wego.com,airport,false,*,*,true,*
MNL,EAM,zm.wego.com,airport,false,*,*,true,*
AHB,IXM,zm.wego.com,airport,false,*,*,true,*
AGX,COK,zm.wego.com,airport,false,*,*,true,*
GOI,VGA,zm.wego.com,airport,false,*,*,true,*
DEL,MRV,zm.wego.com,airport,false,*,*,true,*
LYS,BCN,zm.wego.com,airport,false,*,*,true,*
DEL,ADL,zm.wego.com,airport,false,*,*,true,*
PNQ,KUL,zm.wego.com,airport,false,*,*,true,*
BUD,RAK,zm.wego.com,airport,false,*,*,true,*
TIF,MUX,zm.wego.com,airport,false,*,*,true,*
DOH,BUD,zm.wego.com,airport,false,*,*,true,*
MAN,DEL,zm.wego.com,airport,false,*,*,true,*
GES,CEB,zm.wego.com,airport,false,*,*,true,*
PUS,CJU,zm.wego.com,airport,false,*,*,true,*
IKA,DOH,zm.wego.com,airport,false,*,*,true,*
GOT,AYT,zm.wego.com,airport,false,*,*,true,*
FCO,DXB,zm.wego.com,airport,false,*,*,true,*
HTY,AMM,zm.wego.com,airport,false,*,*,true,*
SBW,JHB,zm.wego.com,airport,false,*,*,true,*
ORD,MCO,zm.wego.com,airport,false,*,*,true,*
KWI,STR,zm.wego.com,airport,false,*,*,true,*
SPX,RMO,zm.wego.com,airport,false,*,*,true,*
LGW,BFS,zm.wego.com,airport,false,*,*,true,*
WAW,EIN,zm.wego.com,airport,false,*,*,true,*
DTW,LAX,zm.wego.com,airport,false,*,*,true,*
BCD,RUH,zm.wego.com,airport,false,*,*,true,*
HAS,PAT,zm.wego.com,airport,false,*,*,true,*
CPH,SSH,zm.wego.com,airport,false,*,*,true,*
TZX,AYT,zm.wego.com,airport,false,*,*,true,*
SGN,TPE,zm.wego.com,airport,false,*,*,true,*
BUD,MLA,zm.wego.com,airport,false,*,*,true,*
DOH,IXU,zm.wego.com,airport,false,*,*,true,*
DAC,KTM,zm.wego.com,airport,false,*,*,true,*
FCO,AMM,zm.wego.com,airport,false,*,*,true,*
IXM,BAH,zm.wego.com,airport,false,*,*,true,*
KIX,HAN,zm.wego.com,airport,false,*,*,true,*
JAI,IXR,zm.wego.com,airport,false,*,*,true,*
SXR,PAT,zm.wego.com,airport,false,*,*,true,*
TSA,GMP,zm.wego.com,airport,false,*,*,true,*
MAA,HSR,zm.wego.com,airport,false,*,*,true,*
AUH,FRA,zm.wego.com,airport,false,*,*,true,*
BGW,BGY,zm.wego.com,airport,false,*,*,true,*
CHC,AKL,zm.wego.com,airport,false,*,*,true,*
AUH,WAW,zm.wego.com,airport,false,*,*,true,*
BAH,OSL,zm.wego.com,airport,false,*,*,true,*
FCO,BUD,zm.wego.com,airport,false,*,*,true,*
EBL,GZT,zm.wego.com,airport,false,*,*,true,*
ADL,MEL,zm.wego.com,airport,false,*,*,true,*
PAT,ELQ,zm.wego.com,airport,false,*,*,true,*
CAI,ARN,zm.wego.com,airport,false,*,*,true,*
VTZ,RUH,zm.wego.com,airport,false,*,*,true,*
LGA,DFW,zm.wego.com,airport,false,*,*,true,*
BUD,COK,zm.wego.com,airport,false,*,*,true,*
GIZ,IXR,zm.wego.com,airport,false,*,*,true,*
FRA,MHD,zm.wego.com,airport,false,*,*,true,*
IKA,BOM,zm.wego.com,airport,false,*,*,true,*
LHE,YNB,zm.wego.com,airport,false,*,*,true,*
BRU,FCO,zm.wego.com,airport,false,*,*,true,*
KRK,MXP,zm.wego.com,airport,false,*,*,true,*
HJR,PNQ,zm.wego.com,airport,false,*,*,true,*
FRA,SSH,zm.wego.com,airport,false,*,*,true,*
FCO,WAW,zm.wego.com,airport,false,*,*,true,*
KUL,BBI,zm.wego.com,airport,false,*,*,true,*
SUG,MNL,zm.wego.com,airport,false,*,*,true,*
GIZ,TUN,zm.wego.com,airport,false,*,*,true,*
TAG,DVO,zm.wego.com,airport,false,*,*,true,*
LIS,SAW,zm.wego.com,airport,false,*,*,true,*
VTZ,SAG,zm.wego.com,airport,false,*,*,true,*
BUD,OTP,zm.wego.com,airport,false,*,*,true,*
BKI,NRT,zm.wego.com,airport,false,*,*,true,*
SZB,AOR,zm.wego.com,airport,false,*,*,true,*
VTZ,TRV,zm.wego.com,airport,false,*,*,true,*
NAG,LKO,zm.wego.com,airport,false,*,*,true,*
ZRH,AUH,zm.wego.com,airport,false,*,*,true,*
JED,SYD,zm.wego.com,airport,false,*,*,true,*
CGP,DOH,zm.wego.com,airport,false,*,*,true,*
MAD,WAW,zm.wego.com,airport,false,*,*,true,*
COK,VNS,zm.wego.com,airport,false,*,*,true,*
SYD,SIN,zm.wego.com,airport,false,*,*,true,*
KIX,DMK,zm.wego.com,airport,false,*,*,true,*
DOH,DAM,zm.wego.com,airport,false,*,*,true,*
CEB,DMM,zm.wego.com,airport,false,*,*,true,*
OUD,AGA,zm.wego.com,airport,false,*,*,true,*
MIA,LAS,zm.wego.com,airport,false,*,*,true,*
SZF,SAW,zm.wego.com,airport,false,*,*,true,*
STN,BER,zm.wego.com,airport,false,*,*,true,*
EDI,MCT,zm.wego.com,airport,false,*,*,true,*
SPX,LGW,zm.wego.com,airport,false,*,*,true,*
DOH,RAK,zm.wego.com,airport,false,*,*,true,*
CAI,ZRH,zm.wego.com,airport,false,*,*,true,*
SAG,TIR,zm.wego.com,airport,false,*,*,true,*
CAI,AJF,zm.wego.com,airport,false,*,*,true,*
BEY,MCT,zm.wego.com,airport,false,*,*,true,*
MCT,ESB,zm.wego.com,airport,false,*,*,true,*
PEN,PKX,zm.wego.com,airport,false,*,*,true,*
TIA,KHI,zm.wego.com,airport,false,*,*,true,*
VGA,AMD,zm.wego.com,airport,false,*,*,true,*
CCU,KBV,zm.wego.com,airport,false,*,*,true,*
MED,FRU,zm.wego.com,airport,false,*,*,true,*
IXR,SHJ,zm.wego.com,airport,false,*,*,true,*
CDG,EBL,zm.wego.com,airport,false,*,*,true,*
LYS,DXB,zm.wego.com,airport,false,*,*,true,*
BGY,VIE,zm.wego.com,airport,false,*,*,true,*
MAA,IXL,zm.wego.com,airport,false,*,*,true,*
AMS,SSH,zm.wego.com,airport,false,*,*,true,*
RAK,OTP,zm.wego.com,airport,false,*,*,true,*
AMM,LKO,zm.wego.com,airport,false,*,*,true,*
COK,BAH,zm.wego.com,airport,false,*,*,true,*
IXB,DOH,zm.wego.com,airport,false,*,*,true,*
ELQ,DAC,zm.wego.com,airport,false,*,*,true,*
TWU,JHB,zm.wego.com,airport,false,*,*,true,*
CEB,BNE,zm.wego.com,airport,false,*,*,true,*
ORY,BER,zm.wego.com,airport,false,*,*,true,*
HYD,CGK,zm.wego.com,airport,false,*,*,true,*
DOH,HGA,zm.wego.com,airport,false,*,*,true,*
OSL,TOS,zm.wego.com,airport,false,*,*,true,*
CRK,ICN,zm.wego.com,airport,false,*,*,true,*
HBX,HYD,zm.wego.com,airport,false,*,*,true,*
ULH,BOM,zm.wego.com,airport,false,*,*,true,*
DAC,HKT,zm.wego.com,airport,false,*,*,true,*
CDG,BAH,zm.wego.com,airport,false,*,*,true,*
ASM,DXB,zm.wego.com,airport,false,*,*,true,*
BOM,LGW,zm.wego.com,airport,false,*,*,true,*
GOX,HSR,zm.wego.com,airport,false,*,*,true,*
DOH,FEZ,zm.wego.com,airport,false,*,*,true,*
HHN,STN,zm.wego.com,airport,false,*,*,true,*
MUC,MCT,zm.wego.com,airport,false,*,*,true,*
MAD,RAK,zm.wego.com,airport,false,*,*,true,*
VGA,LKO,zm.wego.com,airport,false,*,*,true,*
CRK,DMM,zm.wego.com,airport,false,*,*,true,*
CGN,PMI,zm.wego.com,airport,false,*,*,true,*
LKO,BBI,zm.wego.com,airport,false,*,*,true,*
AHB,BBI,zm.wego.com,airport,false,*,*,true,*
FUK,MNL,zm.wego.com,airport,false,*,*,true,*
RUH,SOF,zm.wego.com,airport,false,*,*,true,*
AYT,TZX,zm.wego.com,airport,false,*,*,true,*
VLC,FCO,zm.wego.com,airport,false,*,*,true,*
SZB,JHB,zm.wego.com,airport,false,*,*,true,*
CRL,SHJ,zm.wego.com,airport,false,*,*,true,*
ATQ,YVR,zm.wego.com,airport,false,*,*,true,*
STV,VNS,zm.wego.com,airport,false,*,*,true,*
RJA,DOH,zm.wego.com,airport,false,*,*,true,*
CPH,CMN,zm.wego.com,airport,false,*,*,true,*
ZRH,MHD,zm.wego.com,airport,false,*,*,true,*
ZRH,IKA,zm.wego.com,airport,false,*,*,true,*
MRU,DEL,zm.wego.com,airport,false,*,*,true,*
KHI,MUC,zm.wego.com,airport,false,*,*,true,*
TIF,CGK,zm.wego.com,airport,false,*,*,true,*
EWR,ORY,zm.wego.com,airport,false,*,*,true,*
ADD,KWI,zm.wego.com,airport,false,*,*,true,*
TUU,BLR,zm.wego.com,airport,false,*,*,true,*
SAW,LED,zm.wego.com,airport,false,*,*,true,*
IXB,ATQ,zm.wego.com,airport,false,*,*,true,*
ULH,JED,zm.wego.com,airport,false,*,*,true,*
HBE,MRS,zm.wego.com,airport,false,*,*,true,*
JHB,SBW,zm.wego.com,airport,false,*,*,true,*
MAD,RBA,zm.wego.com,airport,false,*,*,true,*
MAD,MCT,zm.wego.com,airport,false,*,*,true,*
JAI,PAT,zm.wego.com,airport,false,*,*,true,*
LGW,AYT,zm.wego.com,airport,false,*,*,true,*
FEZ,MAD,zm.wego.com,airport,false,*,*,true,*
DOH,BER,zm.wego.com,airport,false,*,*,true,*
DXB,EBB,zm.wego.com,airport,false,*,*,true,*
SHJ,OSL,zm.wego.com,airport,false,*,*,true,*
HBE,VIE,zm.wego.com,airport,false,*,*,true,*
KUL,KOS,zm.wego.com,airport,false,*,*,true,*
CEB,IAO,zm.wego.com,airport,false,*,*,true,*
RDP,KWI,zm.wego.com,airport,false,*,*,true,*
FCO,LYS,zm.wego.com,airport,false,*,*,true,*
NUE,RUH,zm.wego.com,airport,false,*,*,true,*
BUD,FNC,zm.wego.com,airport,false,*,*,true,*
OSL,JED,zm.wego.com,airport,false,*,*,true,*
MAA,HKG,zm.wego.com,airport,false,*,*,true,*
FUK,KTM,zm.wego.com,airport,false,*,*,true,*
MED,PRN,zm.wego.com,airport,false,*,*,true,*
HAS,EBB,zm.wego.com,airport,false,*,*,true,*
CDG,EDI,zm.wego.com,airport,false,*,*,true,*
ORN,BCN,zm.wego.com,airport,false,*,*,true,*
OTP,ALC,zm.wego.com,airport,false,*,*,true,*
BER,ESB,zm.wego.com,airport,false,*,*,true,*
BER,VKO,zm.wego.com,airport,false,*,*,true,*
DEL,HEL,zm.wego.com,airport,false,*,*,true,*
GAY,CCU,zm.wego.com,airport,false,*,*,true,*
MCO,DFW,zm.wego.com,airport,false,*,*,true,*
OTP,ATH,zm.wego.com,airport,false,*,*,true,*
AMD,IXL,zm.wego.com,airport,false,*,*,true,*
DPS,HYD,zm.wego.com,airport,false,*,*,true,*
DXB,SYD,zm.wego.com,airport,false,*,*,true,*
BAH,BUS,zm.wego.com,airport,false,*,*,true,*
CGK,AHB,zm.wego.com,airport,false,*,*,true,*
MLA,AUH,zm.wego.com,airport,false,*,*,true,*
PAG,CEB,zm.wego.com,airport,false,*,*,true,*
IXB,BKK,zm.wego.com,airport,false,*,*,true,*
AKL,DUD,zm.wego.com,airport,false,*,*,true,*
DOH,BUS,zm.wego.com,airport,false,*,*,true,*
PER,AMD,zm.wego.com,airport,false,*,*,true,*
COK,BKK,zm.wego.com,airport,false,*,*,true,*
VNS,LKO,zm.wego.com,airport,false,*,*,true,*
BER,ZRH,zm.wego.com,airport,false,*,*,true,*
JLR,GAU,zm.wego.com,airport,false,*,*,true,*
SIN,PVG,zm.wego.com,airport,false,*,*,true,*
SDK,KUL,zm.wego.com,airport,false,*,*,true,*
SAW,SOF,zm.wego.com,airport,false,*,*,true,*
AGP,TNG,zm.wego.com,airport,false,*,*,true,*
DVO,CRK,zm.wego.com,airport,false,*,*,true,*
MED,RZV,zm.wego.com,airport,false,*,*,true,*
CMN,ESB,zm.wego.com,airport,false,*,*,true,*
HHN,BCN,zm.wego.com,airport,false,*,*,true,*
JLR,HYD,zm.wego.com,airport,false,*,*,true,*
MAN,BER,zm.wego.com,airport,false,*,*,true,*
DOH,STV,zm.wego.com,airport,false,*,*,true,*
LKO,DPS,zm.wego.com,airport,false,*,*,true,*
BWN,MNL,zm.wego.com,airport,false,*,*,true,*
BER,MAN,zm.wego.com,airport,false,*,*,true,*
OUD,BCN,zm.wego.com,airport,false,*,*,true,*
OTP,ISB,zm.wego.com,airport,false,*,*,true,*
ATH,CHQ,zm.wego.com,airport,false,*,*,true,*
NKT,ESB,zm.wego.com,airport,false,*,*,true,*
BOM,FCO,zm.wego.com,airport,false,*,*,true,*
HRG,LTN,zm.wego.com,airport,false,*,*,true,*
IXS,HYD,zm.wego.com,airport,false,*,*,true,*
MAN,BGY,zm.wego.com,airport,false,*,*,true,*
DEL,IAD,zm.wego.com,airport,false,*,*,true,*
BUD,LCA,zm.wego.com,airport,false,*,*,true,*
HAS,SAW,zm.wego.com,airport,false,*,*,true,*
LYS,AMM,zm.wego.com,airport,false,*,*,true,*
PNQ,UDR,zm.wego.com,airport,false,*,*,true,*
EBL,VCE,zm.wego.com,airport,false,*,*,true,*
VNS,BBI,zm.wego.com,airport,false,*,*,true,*
MED,NJF,zm.wego.com,airport,false,*,*,true,*
TAS,DMM,zm.wego.com,airport,false,*,*,true,*
KTM,FUK,zm.wego.com,airport,false,*,*,true,*
SOF,EBL,zm.wego.com,airport,false,*,*,true,*
GYD,MCT,zm.wego.com,airport,false,*,*,true,*
DJJ,UPG,zm.wego.com,airport,false,*,*,true,*
DMM,VKO,zm.wego.com,airport,false,*,*,true,*
ARN,HAM,zm.wego.com,airport,false,*,*,true,*
COV,AMS,zm.wego.com,airport,false,*,*,true,*
BTH,PDG,zm.wego.com,airport,false,*,*,true,*
CRL,SSH,zm.wego.com,airport,false,*,*,true,*
VGA,CJB,zm.wego.com,airport,false,*,*,true,*
AUH,IXJ,zm.wego.com,airport,false,*,*,true,*
BUD,AGP,zm.wego.com,airport,false,*,*,true,*
GOI,JED,zm.wego.com,airport,false,*,*,true,*
MED,TRZ,zm.wego.com,airport,false,*,*,true,*
TIF,PAT,zm.wego.com,airport,false,*,*,true,*
DED,BBI,zm.wego.com,airport,false,*,*,true,*
TUU,PEW,zm.wego.com,airport,false,*,*,true,*
BEY,LYS,zm.wego.com,airport,false,*,*,true,*
CEB,GES,zm.wego.com,airport,false,*,*,true,*
KGS,SKG,zm.wego.com,airport,false,*,*,true,*
BOM,HND,zm.wego.com,airport,false,*,*,true,*
KUL,LOP,zm.wego.com,airport,false,*,*,true,*
DBR,MAA,zm.wego.com,airport,false,*,*,true,*
CAI,CPH,zm.wego.com,airport,false,*,*,true,*
MDC,CGK,zm.wego.com,airport,false,*,*,true,*
DMK,KOP,zm.wego.com,airport,false,*,*,true,*
MAA,DED,zm.wego.com,airport,false,*,*,true,*
MAA,RKT,zm.wego.com,airport,false,*,*,true,*
CDG,CPH,zm.wego.com,airport,false,*,*,true,*
EDI,CDG,zm.wego.com,airport,false,*,*,true,*
MAA,IMF,zm.wego.com,airport,false,*,*,true,*
RUH,BLQ,zm.wego.com,airport,false,*,*,true,*
GNY,DOH,zm.wego.com,airport,false,*,*,true,*
MAA,DMU,zm.wego.com,airport,false,*,*,true,*
GAU,VTZ,zm.wego.com,airport,false,*,*,true,*
LTN,BFS,zm.wego.com,airport,false,*,*,true,*
PHS,DMK,zm.wego.com,airport,false,*,*,true,*
AUH,RAK,zm.wego.com,airport,false,*,*,true,*
VIE,BGY,zm.wego.com,airport,false,*,*,true,*
GAY,JED,zm.wego.com,airport,false,*,*,true,*
IKA,DMM,zm.wego.com,airport,false,*,*,true,*
CMN,AYT,zm.wego.com,airport,false,*,*,true,*
CMN,BEY,zm.wego.com,airport,false,*,*,true,*
ILO,CEB,zm.wego.com,airport,false,*,*,true,*
RUH,HKG,zm.wego.com,airport,false,*,*,true,*
IXD,GAU,zm.wego.com,airport,false,*,*,true,*
FCO,HAM,zm.wego.com,airport,false,*,*,true,*
RAK,NAP,zm.wego.com,airport,false,*,*,true,*
SIN,VGA,zm.wego.com,airport,false,*,*,true,*
BER,GZT,zm.wego.com,airport,false,*,*,true,*
BHX,SPX,zm.wego.com,airport,false,*,*,true,*
KUL,VTE,zm.wego.com,airport,false,*,*,true,*
EBL,BUD,zm.wego.com,airport,false,*,*,true,*
AHB,MUX,zm.wego.com,airport,false,*,*,true,*
DPS,PER,zm.wego.com,airport,false,*,*,true,*
IKA,KHI,zm.wego.com,airport,false,*,*,true,*
MCT,FCO,zm.wego.com,airport,false,*,*,true,*
TUU,CGK,zm.wego.com,airport,false,*,*,true,*
DXB,STR,zm.wego.com,airport,false,*,*,true,*
DXB,COV,zm.wego.com,airport,false,*,*,true,*
RAK,BGY,zm.wego.com,airport,false,*,*,true,*
YNB,DAC,zm.wego.com,airport,false,*,*,true,*
AMM,TIF,zm.wego.com,airport,false,*,*,true,*
DMM,ALA,zm.wego.com,airport,false,*,*,true,*
BGW,CMN,zm.wego.com,airport,false,*,*,true,*
SIN,DVO,zm.wego.com,airport,false,*,*,true,*
BVA,OTP,zm.wego.com,airport,false,*,*,true,*
MUC,GZT,zm.wego.com,airport,false,*,*,true,*
RAK,DXB,zm.wego.com,airport,false,*,*,true,*
AMD,ATL,zm.wego.com,airport,false,*,*,true,*
MLA,IXB,zm.wego.com,airport,false,*,*,true,*
TZX,CAI,zm.wego.com,airport,false,*,*,true,*
STN,AMS,zm.wego.com,airport,false,*,*,true,*
MEL,HKT,zm.wego.com,airport,false,*,*,true,*
CPH,VIE,zm.wego.com,airport,false,*,*,true,*
DOH,PZU,zm.wego.com,airport,false,*,*,true,*
DMM,AQI,zm.wego.com,airport,false,*,*,true,*
COK,LKO,zm.wego.com,airport,false,*,*,true,*
DMM,GZT,zm.wego.com,airport,false,*,*,true,*
BOM,DME,zm.wego.com,airport,false,*,*,true,*
EIN,FCO,zm.wego.com,airport,false,*,*,true,*
EBL,ECN,zm.wego.com,airport,false,*,*,true,*
BAH,GOX,zm.wego.com,airport,false,*,*,true,*
SYD,BNE,zm.wego.com,airport,false,*,*,true,*
SOF,BGY,zm.wego.com,airport,false,*,*,true,*
CLJ,BVA,zm.wego.com,airport,false,*,*,true,*
MUC,DMM,zm.wego.com,airport,false,*,*,true,*
TUN,CGN,zm.wego.com,airport,false,*,*,true,*
IST,TIF,zm.wego.com,airport,false,*,*,true,*
IXR,LKO,zm.wego.com,airport,false,*,*,true,*
BCN,BEY,zm.wego.com,airport,false,*,*,true,*
MAD,BUD,zm.wego.com,airport,false,*,*,true,*
PAT,IMF,zm.wego.com,airport,false,*,*,true,*
ISK,HYD,zm.wego.com,airport,false,*,*,true,*
DFW,PHX,zm.wego.com,airport,false,*,*,true,*
LAX,DEL,zm.wego.com,airport,false,*,*,true,*
PEN,TRZ,zm.wego.com,airport,false,*,*,true,*
GOI,VTZ,zm.wego.com,airport,false,*,*,true,*
EBB,AHB,zm.wego.com,airport,false,*,*,true,*
DFW,EWR,zm.wego.com,airport,false,*,*,true,*
DXB,RAK,zm.wego.com,airport,false,*,*,true,*
JED,DED,zm.wego.com,airport,false,*,*,true,*
JED,VLC,zm.wego.com,airport,false,*,*,true,*
BOM,BUD,zm.wego.com,airport,false,*,*,true,*
GAY,BOM,zm.wego.com,airport,false,*,*,true,*
KUL,IXM,zm.wego.com,airport,false,*,*,true,*
URT,BKK,zm.wego.com,airport,false,*,*,true,*
DUS,TUN,zm.wego.com,airport,false,*,*,true,*
MLX,SAW,zm.wego.com,airport,false,*,*,true,*
CAI,BUS,zm.wego.com,airport,false,*,*,true,*
DXB,HAN,zm.wego.com,airport,false,*,*,true,*
HBX,GOI,zm.wego.com,airport,false,*,*,true,*
BAH,CRL,zm.wego.com,airport,false,*,*,true,*
PRG,FNC,zm.wego.com,airport,false,*,*,true,*
DMK,HGH,zm.wego.com,airport,false,*,*,true,*
DAD,HKG,zm.wego.com,airport,false,*,*,true,*
ATQ,HKG,zm.wego.com,airport,false,*,*,true,*
BEY,ZRH,zm.wego.com,airport,false,*,*,true,*
DJB,CGK,zm.wego.com,airport,false,*,*,true,*
BER,BAH,zm.wego.com,airport,false,*,*,true,*
MNL,CCU,zm.wego.com,airport,false,*,*,true,*
LIS,DUB,zm.wego.com,airport,false,*,*,true,*
RDP,PNQ,zm.wego.com,airport,false,*,*,true,*
BUD,ALC,zm.wego.com,airport,false,*,*,true,*
EWR,ATL,zm.wego.com,airport,false,*,*,true,*
VIE,TIA,zm.wego.com,airport,false,*,*,true,*
STN,DEL,zm.wego.com,airport,false,*,*,true,*
STN,LHE,zm.wego.com,airport,false,*,*,true,*
ISB,SAW,zm.wego.com,airport,false,*,*,true,*
BOM,SAW,zm.wego.com,airport,false,*,*,true,*
SGN,CGK,zm.wego.com,airport,false,*,*,true,*
MED,KBV,zm.wego.com,airport,false,*,*,true,*
DMK,DXB,zm.wego.com,airport,false,*,*,true,*
MED,BEY,zm.wego.com,airport,false,*,*,true,*
KTW,AUH,zm.wego.com,airport,false,*,*,true,*
STR,AUH,zm.wego.com,airport,false,*,*,true,*
IAH,ORD,zm.wego.com,airport,false,*,*,true,*
JED,NCE,zm.wego.com,airport,false,*,*,true,*
JAI,BBI,zm.wego.com,airport,false,*,*,true,*
ARN,MHD,zm.wego.com,airport,false,*,*,true,*
MCO,JFK,zm.wego.com,airport,false,*,*,true,*
HKG,CEB,zm.wego.com,airport,false,*,*,true,*
GWL,GOI,zm.wego.com,airport,false,*,*,true,*
AGR,AMD,zm.wego.com,airport,false,*,*,true,*
MXP,RBA,zm.wego.com,airport,false,*,*,true,*
DVO,AUH,zm.wego.com,airport,false,*,*,true,*
CGK,YIA,zm.wego.com,airport,false,*,*,true,*
SOF,BCN,zm.wego.com,airport,false,*,*,true,*
IDR,IXD,zm.wego.com,airport,false,*,*,true,*
DPS,YIA,zm.wego.com,airport,false,*,*,true,*
YNB,KTM,zm.wego.com,airport,false,*,*,true,*
JED,LGK,zm.wego.com,airport,false,*,*,true,*
DIB,HYD,zm.wego.com,airport,false,*,*,true,*
HBE,HAJ,zm.wego.com,airport,false,*,*,true,*
DED,SXR,zm.wego.com,airport,false,*,*,true,*
IXC,DHM,zm.wego.com,airport,false,*,*,true,*
XSP,SZB,zm.wego.com,airport,false,*,*,true,*
CAI,BHH,zm.wego.com,airport,false,*,*,true,*
IXB,BBI,zm.wego.com,airport,false,*,*,true,*
TLV,FCO,zm.wego.com,airport,false,*,*,true,*
KWI,SSH,zm.wego.com,airport,false,*,*,true,*
CCU,MEL,zm.wego.com,airport,false,*,*,true,*
BKK,UBP,zm.wego.com,airport,false,*,*,true,*
IDR,AUH,zm.wego.com,airport,false,*,*,true,*
BRU,MED,zm.wego.com,airport,false,*,*,true,*
DAC,HYD,zm.wego.com,airport,false,*,*,true,*
PNQ,CMB,zm.wego.com,airport,false,*,*,true,*
JFK,ATL,zm.wego.com,airport,false,*,*,true,*
IXJ,JAI,zm.wego.com,airport,false,*,*,true,*
KHI,DAC,zm.wego.com,airport,false,*,*,true,*
SGN,HYD,zm.wego.com,airport,false,*,*,true,*
AUH,JDH,zm.wego.com,airport,false,*,*,true,*
IXD,DOH,zm.wego.com,airport,false,*,*,true,*
SHJ,SXR,zm.wego.com,airport,false,*,*,true,*
STV,BKK,zm.wego.com,airport,false,*,*,true,*
BHO,RPR,zm.wego.com,airport,false,*,*,true,*
IXA,AMD,zm.wego.com,airport,false,*,*,true,*
MAA,BDQ,zm.wego.com,airport,false,*,*,true,*
JED,SZG,zm.wego.com,airport,false,*,*,true,*
PHL,DTW,zm.wego.com,airport,false,*,*,true,*
VNS,SXR,zm.wego.com,airport,false,*,*,true,*
MAA,KTM,zm.wego.com,airport,false,*,*,true,*
MLA,TRV,zm.wego.com,airport,false,*,*,true,*
CEB,JED,zm.wego.com,airport,false,*,*,true,*
HBE,BCN,zm.wego.com,airport,false,*,*,true,*
MLA,MAA,zm.wego.com,airport,false,*,*,true,*
ELQ,GOP,zm.wego.com,airport,false,*,*,true,*
AMM,SPX,zm.wego.com,airport,false,*,*,true,*
IXB,BDQ,zm.wego.com,airport,false,*,*,true,*
PER,SIN,zm.wego.com,airport,false,*,*,true,*
CJB,MCT,zm.wego.com,airport,false,*,*,true,*
OTP,CAI,zm.wego.com,airport,false,*,*,true,*
KIX,BKK,zm.wego.com,airport,false,*,*,true,*
KTW,TFS,zm.wego.com,airport,false,*,*,true,*
IXJ,IXB,zm.wego.com,airport,false,*,*,true,*
IXB,COK,zm.wego.com,airport,false,*,*,true,*
RPR,COK,zm.wego.com,airport,false,*,*,true,*
RAK,FCO,zm.wego.com,airport,false,*,*,true,*
HAN,SAI,zm.wego.com,airport,false,*,*,true,*
PNH,LHE,zm.wego.com,airport,false,*,*,true,*
EBL,VKO,zm.wego.com,airport,false,*,*,true,*
BUS,SAW,zm.wego.com,airport,false,*,*,true,*
DFW,ORD,zm.wego.com,airport,false,*,*,true,*
KTW,DTM,zm.wego.com,airport,false,*,*,true,*
TUU,MAA,zm.wego.com,airport,false,*,*,true,*
GVA,SAW,zm.wego.com,airport,false,*,*,true,*
RHO,ATH,zm.wego.com,airport,false,*,*,true,*
MEL,AKL,zm.wego.com,airport,false,*,*,true,*
DEL,VCE,zm.wego.com,airport,false,*,*,true,*
KOS,KUL,zm.wego.com,airport,false,*,*,true,*
SLL,CAI,zm.wego.com,airport,false,*,*,true,*
MPH,CEB,zm.wego.com,airport,false,*,*,true,*
JED,ZAM,zm.wego.com,airport,false,*,*,true,*
BCN,BGY,zm.wego.com,airport,false,*,*,true,*
ORD,HYD,zm.wego.com,airport,false,*,*,true,*
TUU,JAI,zm.wego.com,airport,false,*,*,true,*
JAI,SIN,zm.wego.com,airport,false,*,*,true,*
EDI,AMM,zm.wego.com,airport,false,*,*,true,*
HYD,HBX,zm.wego.com,airport,false,*,*,true,*
TLV,COK,zm.wego.com,airport,false,*,*,true,*
DVO,BCD,zm.wego.com,airport,false,*,*,true,*
KHH,BKI,zm.wego.com,airport,false,*,*,true,*
LKO,VTZ,zm.wego.com,airport,false,*,*,true,*
MYQ,HYD,zm.wego.com,airport,false,*,*,true,*
LAS,JFK,zm.wego.com,airport,false,*,*,true,*
AMM,BSL,zm.wego.com,airport,false,*,*,true,*
BAH,TUU,zm.wego.com,airport,false,*,*,true,*
KWI,HAJ,zm.wego.com,airport,false,*,*,true,*
SGN,CXR,zm.wego.com,airport,false,*,*,true,*
SXR,DED,zm.wego.com,airport,false,*,*,true,*
DMM,BEG,zm.wego.com,airport,false,*,*,true,*
OSL,DXB,zm.wego.com,airport,false,*,*,true,*
DUB,DEL,zm.wego.com,airport,false,*,*,true,*
LIS,CRL,zm.wego.com,airport,false,*,*,true,*
PRG,DEL,zm.wego.com,airport,false,*,*,true,*
KUL,NBO,zm.wego.com,airport,false,*,*,true,*
BBI,SXR,zm.wego.com,airport,false,*,*,true,*
BHX,HBE,zm.wego.com,airport,false,*,*,true,*
