departure_code,arrival_code,pos_provider_code,route_type,direct_flight_only,allowed_inbound_days,allowed_outbound_days,sum_of_oneway
YUL,ECP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GUC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CHO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AOO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SAV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SGF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ILM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BTR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BRO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MKG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ACV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YUM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HOB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PIA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MLI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JST,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BKG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MRY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ENA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YOW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EGE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BHM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EYW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PSP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DAY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,COS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VER,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LEX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ROC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PIR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LIH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MSN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TYS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YWG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CAK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LFT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ABY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MID,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SUX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TLH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,IDA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GNV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PVR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AGU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BIS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FWA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JAC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FLG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,STS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DHN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ATW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MBS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YXU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TVC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YXE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MTT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MHT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TAP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ROA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HDN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CRW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,QRO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HYS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AGS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ASE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EAU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MOB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BGM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GJT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SLP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YEG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MDT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CSG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HHH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CMI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GRI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ZLO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SHV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PHF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MLB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TBN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EVV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GCK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BZN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YQB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MQT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BFL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LRD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SJD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LNK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BTV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EWN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ISP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MGM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PQI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PWM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SWF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LCH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TGZ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HMO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DGO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TRC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AZO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MAF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ZIH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PGV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BMI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SPI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ABE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ISN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ROW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ACA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HPN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HVN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CLL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,RAP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SBY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JLN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SJT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AMA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ESC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PBC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MLU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TRI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SBP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TYR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MMH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PAH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TOL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,STX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GTR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,KTN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GFK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PVC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SBN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LYH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LAW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LAR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ART,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DBQ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YHZ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CPR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JNU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CEN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YYJ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ABI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PIH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ITH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,INL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MVY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FSM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CZM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CUU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JMS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,STT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TIJ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,OAX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VSA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PUB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SAF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TAM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CJS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DIK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CGI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ELM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BPT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PIB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JHM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FAR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SGU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ERI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YLW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AEX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BQK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LBL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CLQ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YKA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YDF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YQR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SLN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ITO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YQU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BRD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,RKS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,COU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LAN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CWA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ALW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GTF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YQM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BKW,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YYT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VDZ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,IPT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YCD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GCC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ALO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,OWB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SHD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LAP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YQY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,OTH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YTZ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HTS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MHK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CIU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ORH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PSE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LMM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CDC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CVN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MTJ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CYS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,IMT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,YXT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MEI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LNS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DDC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PBG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EAT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CKB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CTM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SPS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HUX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FLO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MKK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AUG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BJI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HLN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TTN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BFI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MCK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ATY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ACY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BFF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LWS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LBF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PLN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LEB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BTM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GUA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,POP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,UIO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ANU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AUA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SJU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,STI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GCM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SDQ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SAL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CHI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LON,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ORL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NYC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BOG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SCL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MAD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MGA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BCN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MBJ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BGI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SJO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,KIN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,POS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BDA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ROM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SAP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PAP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GND,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GEO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TGU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PLS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SYD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PAR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TYO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PUJ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CMN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PTY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GYE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BUE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,WAS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NAS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LIM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,RIO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SAO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CLO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MDE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CUR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MVD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PTP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HEL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FDF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MEL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VRA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BAQ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TLV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GRU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EDI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NAT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BEL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FRA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LHR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FCO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CDG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NRT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EZE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GIG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PDP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CTG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VVC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CPH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LIS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BUD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MAN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CAI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LOS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NBO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,JNB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ALG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,KHI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LHE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ISB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GVA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ACC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LAD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BRU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,OPO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VLC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HAV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ATH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DSS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HOG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CCS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MNL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MAO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DUB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HKG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LIR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,REC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FOR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AMS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HND,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PVG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,UDD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BER,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SVD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PRG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ABV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FNA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DLA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EBB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NCE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BJL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ABJ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FIH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,KGL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,RHO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,HER,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BOD,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CPT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DAR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DKR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,KIX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,RTB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,TFS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DME,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,RAK,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FNC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LYS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ZRH,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MXP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BIO,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DUS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,LUX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MUC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SVQ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,OKA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SVG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AUB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BON,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SXM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,EWY,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MRF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,IAG,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ROS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SKB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SLU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SMR,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VVI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NLU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VCP,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,VIX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CWB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SDU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,FLN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BGA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,IGU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CCC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CIX,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CUC,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DOM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PBM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BZE,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,XPL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,UVF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,ASU,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,BSB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MCZ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GGT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AXM,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,AZS,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,DAV,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SSA,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,PEI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,MDZ,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,SCL,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,GYN,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,NVT,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CGB,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,UDI,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,CNF,theflightsfare.com-CA,airport,false,*,*,false,*
YUL,POA,theflightsfare.com-CA,airport,false,*,*,false,*
